campaign_id,campaign_name,campaign_channel,target_segment,start_date,campaign_spend,campaign_objective,end_date
CA00884,Flyer Campaign 884,Loyalty App,Premium,2024-12-27,3510.93,Winback,2025-01-24
CA00885,Influencer Campaign 885,Flyer,Premium,2025-08-02,3031.41,Retention,2025-08-31
CA00886,Search Campaign 886,Social,Small Business,2023-10-28,3932.67,Awareness,2023-11-14
CA00887,Email Campaign 887,Social,Corporate,2024-07-31,11451.34,Winback,2024-09-09
CA00888,Loyalty App Campaign 888,Social,Corporate,2023-03-25,9291.35,Conversion,2023-05-02
CA00889,Influencer Campaign 889,Social,All Customers,2023-11-05,1350.1,Awareness,2023-12-17
CA00890,Display Campaign 890,Flyer,Consumer,2025-02-21,1996.88,Conversion,2025-03-04
CA00891,Display Campaign 891,Display,All Customers,2024-12-16,9747.85,Winback,2025-01-08
CA00892,Flyer Campaign 892,Influencer,Consumer,2023-11-15,7284.32,Winback,2023-12-03
CA00893,Flyer Campaign 893,Email,Small Business,2025-03-02,9196.75,Awareness,2025-03-10
CA00894,Social Campaign 894,Email,Student,2023-05-05,11172.31,Awareness,2023-06-03
CA00895,Email Campaign 895,Loyalty App,All Customers,2024-04-23,7299.4,Conversion,2024-05-24
CA00896,Loyalty App Campaign 896,Search,Premium,2024-11-02,7329.55,Awareness,2024-11-09
CA00897,Influencer Campaign 897,Flyer,Small Business,2024-03-01,4575.55,Conversion,2024-03-30
CA00898,Email Campaign 898,Email,All Customers,2023-08-24,3665.34,Awareness,2023-09-28
CA00899,Flyer Campaign 899,Search,Student,2023-11-17,8373.29,Winback,2023-12-26
CA00900,Flyer Campaign 900,Flyer,Premium,2023-09-08,2213.97,Winback,2023-09-21
