product_id,product_name,category,subcategory,supplier,unit_cost,list_price,product_tier,product_status
PR00986,Smart Home Item 986,Technology,Smart Home,Supplier I,94.21,146.14,B,Active
PR00987,Fresh Item 987,Grocery,Fresh,Supplier G,2.11,3.13,C,Active
PR00988,Tables Item 988,Furniture,Tables,Supplier F,127.79,247.7,A,Active
PR00989,Chairs Item 989,Furniture,Chairs,Supplier D,137.71,367.15,A,Active
PR00990,Accessories Item 990,Technology,Accessories,Supplier G,144.43,290.84,B,Active
PR00991,Desks Item 991,Furniture,Desks,Supplier K,144.99,228.1,B,Active
PR00992,Chairs Item 992,Furniture,Chairs,Supplier M,97.38,193.12,B,Active
PR00993,Printers Item 993,Technology,Printers,Supplier R,140.39,312.61,B,Active
PR00994,Binders Item 994,Office Supplies,Binders,Supplier G,8.42,10.72,A,Active
PR00995,Monitors Item 995,Technology,Monitors,Supplier L,129.56,230.63,C,Active
PR00996,Lighting Item 996,Home,Lighting,Supplier Q,65.07,162.65,C,Active
PR00997,Art Item 997,Office Supplies,Art,Supplier P,7.73,20.09,B,Active
PR00998,Storage Item 998,Furniture,Storage,Supplier G,132.3,204.8,A,Active
PR00999,Fresh Item 999,Grocery,Fresh,Supplier B,4.09,6.83,B,Active
PR01000,Men Item 1000,Apparel,Men,Supplier C,21.48,47.11,C,Active
PR01001,Shoes Item 1001,Apparel,Shoes,Supplier A,50.89,136.37,A,Active
PR01002,Bedding Item 1002,Home,Bedding,Supplier G,94.66,249.42,A,Active
PR01003,Cleaning Item 1003,Home,Cleaning,Supplier N,23.48,44.81,B,Active
PR01004,Fresh Item 1004,Grocery,Fresh,Supplier L,2.36,5.38,B,Discontinued
PR01005,Frozen Item 1005,Grocery,Frozen,Supplier F,6.0,7.56,A,Active
PR01006,Accessories Item 1006,Apparel,Accessories,Supplier F,18.5,27.33,B,Active
PR01007,Cleaning Item 1007,Home,Cleaning,Supplier L,17.37,38.58,C,Active
PR01008,Monitors Item 1008,Technology,Monitors,Supplier H,80.17,114.25,C,Active
PR01009,Art Item 1009,Office Supplies,Art,Supplier O,12.43,16.52,C,Active
PR01010,Pantry Item 1010,Grocery,Pantry,Supplier M,6.73,15.18,A,Discontinued
PR01011,Shelving Item 1011,Furniture,Shelving,Supplier F,68.66,183.16,A,Active
PR01012,Decor Item 1012,Home,Decor,Supplier C,26.21,33.7,B,Discontinued
PR01013,Pantry Item 1013,Grocery,Pantry,Supplier G,7.05,19.55,C,Active
PR01014,Kitchen Item 1014,Home,Kitchen,Supplier D,28.46,54.87,B,Active
PR01015,Chairs Item 1015,Furniture,Chairs,Supplier E,86.14,150.48,A,Active
PR01016,Kids Item 1016,Apparel,Kids,Supplier D,23.21,59.93,A,Discontinued
PR01017,Printers Item 1017,Technology,Printers,Supplier K,136.47,225.38,A,Active
PR01018,Frozen Item 1018,Grocery,Frozen,Supplier M,5.29,7.74,A,Active
PR01019,Writing Item 1019,Office Supplies,Writing,Supplier L,9.49,18.83,C,Active
PR01020,Art Item 1020,Office Supplies,Art,Supplier R,5.75,8.33,C,Active
PR01021,Monitors Item 1021,Technology,Monitors,Supplier M,261.26,409.42,C,Active
PR01022,Paper Item 1022,Office Supplies,Paper,Supplier F,8.92,15.28,C,Active
PR01023,Women Item 1023,Apparel,Women,Supplier R,7.38,19.55,C,Active
PR01024,Laptops Item 1024,Technology,Laptops,Supplier R,122.57,221.41,B,Active
PR01025,Envelopes Item 1025,Office Supplies,Envelopes,Supplier C,5.15,8.36,A,Active
PR01026,Accessories Item 1026,Technology,Accessories,Supplier R,58.69,162.79,A,Active
PR01027,Kids Item 1027,Apparel,Kids,Supplier Q,33.91,64.13,C,Active
PR01028,Pantry Item 1028,Grocery,Pantry,Supplier A,2.57,7.0,A,Active
PR01029,Snacks Item 1029,Grocery,Snacks,Supplier L,3.68,8.53,C,Discontinued
PR01030,Snacks Item 1030,Grocery,Snacks,Supplier H,4.44,8.22,C,Active
PR01031,Storage Item 1031,Furniture,Storage,Supplier N,123.87,299.54,C,Active
PR01032,Storage Item 1032,Furniture,Storage,Supplier A,48.15,116.91,C,Discontinued
PR01033,Envelopes Item 1033,Office Supplies,Envelopes,Supplier K,5.57,9.76,A,Active
PR01034,Storage Item 1034,Furniture,Storage,Supplier R,63.3,115.04,B,Active
PR01035,Cleaning Item 1035,Home,Cleaning,Supplier K,48.58,114.78,C,Discontinued
PR01036,Pantry Item 1036,Grocery,Pantry,Supplier J,2.03,3.74,C,Active
PR01037,Envelopes Item 1037,Office Supplies,Envelopes,Supplier M,10.72,14.33,C,Discontinued
PR01038,Monitors Item 1038,Technology,Monitors,Supplier C,64.69,139.15,A,Active
PR01039,Desks Item 1039,Furniture,Desks,Supplier Q,58.78,125.04,C,Active
PR01040,Kitchen Item 1040,Home,Kitchen,Supplier P,30.24,77.95,B,Discontinued
PR01041,Labels Item 1041,Office Supplies,Labels,Supplier C,24.43,41.77,B,Active
PR01042,Cleaning Item 1042,Home,Cleaning,Supplier N,24.18,46.22,C,Active
PR01043,Desks Item 1043,Furniture,Desks,Supplier N,135.08,322.37,C,Active
PR01044,Fresh Item 1044,Grocery,Fresh,Supplier H,6.26,13.86,C,Active
PR01045,Laptops Item 1045,Technology,Laptops,Supplier C,340.48,572.59,A,Active
PR01046,Labels Item 1046,Office Supplies,Labels,Supplier Q,9.73,14.51,A,Active
PR01047,Accessories Item 1047,Apparel,Accessories,Supplier F,41.53,102.8,A,Discontinued
PR01048,Tablets Item 1048,Technology,Tablets,Supplier L,74.85,116.67,B,Active
PR01049,Storage Item 1049,Furniture,Storage,Supplier M,51.26,81.17,C,Active
PR01050,Women Item 1050,Apparel,Women,Supplier R,11.93,29.57,C,Active
PR01051,Lighting Item 1051,Home,Lighting,Supplier K,19.01,42.3,B,Active
PR01052,Kids Item 1052,Apparel,Kids,Supplier O,10.09,25.22,A,Active
PR01053,Monitors Item 1053,Technology,Monitors,Supplier D,37.08,89.83,B,Active
PR01054,Binders Item 1054,Office Supplies,Binders,Supplier L,10.75,27.0,C,Active
PR01055,Storage Item 1055,Furniture,Storage,Supplier I,197.56,488.3,C,Active
PR01056,Binders Item 1056,Office Supplies,Binders,Supplier H,17.01,31.11,C,Active
PR01057,Chairs Item 1057,Furniture,Chairs,Supplier C,85.23,110.27,A,Active
PR01058,Kids Item 1058,Apparel,Kids,Supplier L,13.96,36.96,B,Active
PR01059,Kids Item 1059,Apparel,Kids,Supplier P,31.5,83.73,C,Active
PR01060,Monitors Item 1060,Technology,Monitors,Supplier K,96.08,250.42,B,Active
PR01061,Accessories Item 1061,Apparel,Accessories,Supplier Q,22.01,42.28,B,Active
PR01062,Smart Home Item 1062,Technology,Smart Home,Supplier J,43.45,119.99,B,Active
PR01063,Printers Item 1063,Technology,Printers,Supplier E,170.33,395.4,A,Active
PR01064,Shoes Item 1064,Apparel,Shoes,Supplier J,12.38,27.38,C,Active
PR01065,Shoes Item 1065,Apparel,Shoes,Supplier A,17.29,41.26,B,Active
PR01066,Desks Item 1066,Furniture,Desks,Supplier E,130.02,290.17,C,Discontinued
PR01067,Paper Item 1067,Office Supplies,Paper,Supplier K,5.82,11.69,B,Active
PR01068,Smart Home Item 1068,Technology,Smart Home,Supplier E,259.54,676.12,A,Active
PR01069,Snacks Item 1069,Grocery,Snacks,Supplier L,2.16,3.43,B,Active
PR01070,Art Item 1070,Office Supplies,Art,Supplier L,12.78,16.75,B,Discontinued
PR01071,Art Item 1071,Office Supplies,Art,Supplier Q,5.61,15.17,B,Active
PR01072,Smart Home Item 1072,Technology,Smart Home,Supplier M,52.01,69.35,A,Discontinued
PR01073,Beverages Item 1073,Grocery,Beverages,Supplier L,3.25,5.96,B,Active
PR01074,Laptops Item 1074,Technology,Laptops,Supplier E,84.19,181.29,C,Active
PR01075,Art Item 1075,Office Supplies,Art,Supplier A,3.46,8.02,C,Active
PR01076,Laptops Item 1076,Technology,Laptops,Supplier M,103.8,244.17,C,Active
PR01077,Kids Item 1077,Apparel,Kids,Supplier E,15.23,36.02,C,Active
PR01078,Shelving Item 1078,Furniture,Shelving,Supplier C,90.97,250.02,C,Active
PR01079,Accessories Item 1079,Technology,Accessories,Supplier F,178.15,372.9,A,Active
PR01080,Bedding Item 1080,Home,Bedding,Supplier R,29.35,52.75,B,Active
PR01081,Monitors Item 1081,Technology,Monitors,Supplier R,154.41,409.67,A,Active
PR01082,Beverages Item 1082,Grocery,Beverages,Supplier B,5.46,8.33,A,Active
PR01083,Bedding Item 1083,Home,Bedding,Supplier G,32.58,77.37,C,Active
PR01084,Desks Item 1084,Furniture,Desks,Supplier K,65.65,138.75,A,Active
PR01085,Men Item 1085,Apparel,Men,Supplier I,4.81,7.01,C,Active
PR01086,Bedding Item 1086,Home,Bedding,Supplier D,32.42,48.25,C,Active
PR01087,Lighting Item 1087,Home,Lighting,Supplier C,20.0,37.0,A,Active
PR01088,Shoes Item 1088,Apparel,Shoes,Supplier O,10.19,19.7,B,Active
PR01089,Printers Item 1089,Technology,Printers,Supplier Q,129.8,349.29,A,Discontinued
PR01090,Cleaning Item 1090,Home,Cleaning,Supplier F,17.27,45.7,B,Active
PR01091,Men Item 1091,Apparel,Men,Supplier G,28.03,56.74,B,Active
PR01092,Writing Item 1092,Office Supplies,Writing,Supplier J,3.52,5.4,B,Active
PR01093,Paper Item 1093,Office Supplies,Paper,Supplier R,3.14,8.74,A,Active
PR01094,Fresh Item 1094,Grocery,Fresh,Supplier H,3.74,7.25,B,Active
PR01095,Bedding Item 1095,Home,Bedding,Supplier N,41.08,89.0,B,Active
PR01096,Decor Item 1096,Home,Decor,Supplier L,24.74,52.23,B,Active
PR01097,Tablets Item 1097,Technology,Tablets,Supplier L,148.95,338.41,A,Discontinued
PR01098,Printers Item 1098,Technology,Printers,Supplier N,106.57,152.05,A,Active
PR01099,Bedding Item 1099,Home,Bedding,Supplier M,18.07,34.32,A,Active
PR01100,Binders Item 1100,Office Supplies,Binders,Supplier K,24.57,53.52,C,Active
PR01101,Kitchen Item 1101,Home,Kitchen,Supplier L,21.27,31.56,A,Active
PR01102,Shoes Item 1102,Apparel,Shoes,Supplier J,21.97,44.64,C,Active
PR01103,Shoes Item 1103,Apparel,Shoes,Supplier A,23.69,56.52,A,Active
PR01104,Beverages Item 1104,Grocery,Beverages,Supplier G,3.36,5.01,C,Active
PR01105,Envelopes Item 1105,Office Supplies,Envelopes,Supplier P,8.75,21.95,A,Active
PR01106,Kids Item 1106,Apparel,Kids,Supplier I,24.62,64.94,B,Active
PR01107,Kitchen Item 1107,Home,Kitchen,Supplier M,38.02,90.97,B,Active
PR01108,Paper Item 1108,Office Supplies,Paper,Supplier O,10.44,26.79,B,Active
PR01109,Shoes Item 1109,Apparel,Shoes,Supplier Q,25.9,60.39,C,Active
PR01110,Laptops Item 1110,Technology,Laptops,Supplier N,222.65,473.2,C,Active
PR01111,Women Item 1111,Apparel,Women,Supplier H,10.52,22.36,A,Active
PR01112,Printers Item 1112,Technology,Printers,Supplier J,159.84,228.25,B,Active
PR01113,Pantry Item 1113,Grocery,Pantry,Supplier F,6.77,9.16,B,Active
PR01114,Monitors Item 1114,Technology,Monitors,Supplier N,89.94,198.05,A,Active
PR01115,Shelving Item 1115,Furniture,Shelving,Supplier L,23.83,66.02,C,Active
PR01116,Shoes Item 1116,Apparel,Shoes,Supplier H,23.59,49.54,B,Active
PR01117,Tables Item 1117,Furniture,Tables,Supplier R,38.92,100.44,A,Active
PR01118,Paper Item 1118,Office Supplies,Paper,Supplier P,8.88,20.1,A,Discontinued
PR01119,Labels Item 1119,Office Supplies,Labels,Supplier K,5.22,7.59,B,Active
PR01120,Writing Item 1120,Office Supplies,Writing,Supplier F,7.71,19.59,C,Active
PR01121,Tables Item 1121,Furniture,Tables,Supplier O,49.93,76.35,A,Active
PR01122,Tablets Item 1122,Technology,Tablets,Supplier L,90.7,174.46,B,Active
PR01123,Frozen Item 1123,Grocery,Frozen,Supplier E,3.68,7.82,A,Active
PR01124,Accessories Item 1124,Apparel,Accessories,Supplier J,11.39,30.12,A,Active
PR01125,Shelving Item 1125,Furniture,Shelving,Supplier O,64.47,166.02,B,Active
PR01126,Shelving Item 1126,Furniture,Shelving,Supplier K,39.07,107.97,C,Active
PR01127,Laptops Item 1127,Technology,Laptops,Supplier A,80.1,126.67,A,Active
PR01128,Women Item 1128,Apparel,Women,Supplier K,54.18,108.63,A,Active
PR01129,Monitors Item 1129,Technology,Monitors,Supplier M,116.32,303.68,A,Active
PR01130,Fresh Item 1130,Grocery,Fresh,Supplier F,17.52,36.25,B,Active
PR01131,Decor Item 1131,Home,Decor,Supplier A,12.86,23.51,B,Active
PR01132,Bedding Item 1132,Home,Bedding,Supplier O,11.97,18.33,A,Active
PR01133,Paper Item 1133,Office Supplies,Paper,Supplier E,5.41,8.66,C,Active
PR01134,Men Item 1134,Apparel,Men,Supplier D,40.67,52.8,A,Active
PR01135,Monitors Item 1135,Technology,Monitors,Supplier G,101.41,197.52,B,Active
PR01136,Accessories Item 1136,Apparel,Accessories,Supplier C,17.05,22.21,B,Active
PR01137,Kitchen Item 1137,Home,Kitchen,Supplier N,23.24,37.57,C,Active
PR01138,Art Item 1138,Office Supplies,Art,Supplier E,8.87,12.9,C,Active
PR01139,Shelving Item 1139,Furniture,Shelving,Supplier K,111.34,302.9,A,Active
PR01140,Labels Item 1140,Office Supplies,Labels,Supplier L,3.74,8.19,A,Discontinued
PR01141,Fresh Item 1141,Grocery,Fresh,Supplier G,2.77,3.98,C,Active
PR01142,Fresh Item 1142,Grocery,Fresh,Supplier M,15.22,31.77,A,Discontinued
PR01143,Fresh Item 1143,Grocery,Fresh,Supplier G,1.07,2.44,B,Active
PR01144,Snacks Item 1144,Grocery,Snacks,Supplier N,3.16,6.53,C,Active
PR01145,Cleaning Item 1145,Home,Cleaning,Supplier E,31.84,88.67,C,Active
PR01146,Shoes Item 1146,Apparel,Shoes,Supplier K,14.32,33.28,B,Active
PR01147,Labels Item 1147,Office Supplies,Labels,Supplier Q,5.34,13.82,A,Active
PR01148,Tablets Item 1148,Technology,Tablets,Supplier R,101.23,265.47,B,Active
PR01149,Monitors Item 1149,Technology,Monitors,Supplier C,58.94,124.57,A,Active
PR01150,Lighting Item 1150,Home,Lighting,Supplier C,26.89,45.59,C,Discontinued
PR01151,Paper Item 1151,Office Supplies,Paper,Supplier R,6.72,14.72,C,Active
PR01152,Smart Home Item 1152,Technology,Smart Home,Supplier A,88.94,234.5,C,Active
PR01153,Bedding Item 1153,Home,Bedding,Supplier Q,31.12,59.68,B,Active
PR01154,Kids Item 1154,Apparel,Kids,Supplier A,17.41,43.06,A,Active
PR01155,Binders Item 1155,Office Supplies,Binders,Supplier G,7.38,19.08,B,Active
PR01156,Paper Item 1156,Office Supplies,Paper,Supplier H,3.39,8.73,B,Active
PR01157,Men Item 1157,Apparel,Men,Supplier C,25.92,66.66,A,Active
PR01158,Desks Item 1158,Furniture,Desks,Supplier G,118.96,280.76,A,Active
PR01159,Kitchen Item 1159,Home,Kitchen,Supplier R,17.31,34.45,C,Discontinued
PR01160,Bedding Item 1160,Home,Bedding,Supplier C,34.05,55.7,C,Active
PR01161,Men Item 1161,Apparel,Men,Supplier E,20.32,27.37,C,Active
PR01162,Writing Item 1162,Office Supplies,Writing,Supplier M,17.36,46.14,C,Active
PR01163,Storage Item 1163,Furniture,Storage,Supplier Q,92.77,195.58,B,Discontinued
PR01164,Writing Item 1164,Office Supplies,Writing,Supplier J,16.09,25.71,B,Active
PR01165,Paper Item 1165,Office Supplies,Paper,Supplier C,4.1,10.6,B,Active
PR01166,Tablets Item 1166,Technology,Tablets,Supplier K,67.54,108.68,A,Active
PR01167,Bedding Item 1167,Home,Bedding,Supplier M,30.0,83.45,C,Active
PR01168,Men Item 1168,Apparel,Men,Supplier L,7.68,10.32,A,Active
PR01169,Shoes Item 1169,Apparel,Shoes,Supplier K,15.55,25.13,C,Active
PR01170,Shoes Item 1170,Apparel,Shoes,Supplier B,13.61,35.85,B,Active
PR01171,Snacks Item 1171,Grocery,Snacks,Supplier E,2.72,6.19,B,Active
PR01172,Kitchen Item 1172,Home,Kitchen,Supplier F,45.51,99.16,A,Active
PR01173,Lighting Item 1173,Home,Lighting,Supplier C,13.03,32.12,B,Discontinued
PR01174,Snacks Item 1174,Grocery,Snacks,Supplier K,6.02,11.34,B,Active
PR01175,Bedding Item 1175,Home,Bedding,Supplier P,10.16,13.38,C,Active
PR01176,Writing Item 1176,Office Supplies,Writing,Supplier A,27.28,35.43,C,Discontinued
PR01177,Laptops Item 1177,Technology,Laptops,Supplier O,159.41,332.92,A,Active
PR01178,Tablets Item 1178,Technology,Tablets,Supplier B,60.69,154.7,B,Active
PR01179,Men Item 1179,Apparel,Men,Supplier E,11.57,24.96,B,Discontinued
PR01180,Kids Item 1180,Apparel,Kids,Supplier O,21.81,50.9,B,Active
PR01181,Storage Item 1181,Furniture,Storage,Supplier D,73.73,168.43,C,Active
PR01182,Shelving Item 1182,Furniture,Shelving,Supplier C,109.05,166.36,B,Active
PR01183,Cleaning Item 1183,Home,Cleaning,Supplier E,22.5,51.36,C,Discontinued
PR01184,Kids Item 1184,Apparel,Kids,Supplier D,12.56,20.4,B,Active
PR01185,Beverages Item 1185,Grocery,Beverages,Supplier D,2.51,5.67,C,Discontinued
PR01186,Beverages Item 1186,Grocery,Beverages,Supplier Q,2.05,4.05,B,Active
PR01187,Lighting Item 1187,Home,Lighting,Supplier K,23.32,39.52,C,Active
PR01188,Snacks Item 1188,Grocery,Snacks,Supplier I,5.79,12.37,B,Active
PR01189,Smart Home Item 1189,Technology,Smart Home,Supplier R,41.94,86.9,A,Active
PR01190,Tablets Item 1190,Technology,Tablets,Supplier B,44.46,119.23,A,Active
PR01191,Tables Item 1191,Furniture,Tables,Supplier D,79.34,115.04,A,Active
PR01192,Tables Item 1192,Furniture,Tables,Supplier R,96.59,205.44,C,Active
PR01193,Decor Item 1193,Home,Decor,Supplier B,17.06,23.44,A,Active
PR01194,Binders Item 1194,Office Supplies,Binders,Supplier E,16.35,39.78,B,Active
PR01195,Fresh Item 1195,Grocery,Fresh,Supplier P,3.0,8.28,C,Active
PR01196,Bedding Item 1196,Home,Bedding,Supplier Q,35.57,65.16,C,Active
PR01197,Kitchen Item 1197,Home,Kitchen,Supplier L,22.62,47.62,A,Active
PR01198,Lighting Item 1198,Home,Lighting,Supplier C,38.27,87.92,A,Active
PR01199,Labels Item 1199,Office Supplies,Labels,Supplier R,8.04,21.53,A,Active
PR01200,Labels Item 1200,Office Supplies,Labels,Supplier I,2.77,5.42,B,Discontinued
PR01201,Pantry Item 1201,Grocery,Pantry,Supplier N,2.77,3.47,C,Active
PR01202,Smart Home Item 1202,Technology,Smart Home,Supplier C,291.67,495.14,A,Active
PR01203,Storage Item 1203,Furniture,Storage,Supplier Q,31.95,69.7,A,Active
PR01204,Storage Item 1204,Furniture,Storage,Supplier N,109.28,191.41,A,Active
PR01205,Snacks Item 1205,Grocery,Snacks,Supplier I,2.41,5.13,A,Active
PR01206,Cleaning Item 1206,Home,Cleaning,Supplier I,27.38,45.26,A,Active
PR01207,Art Item 1207,Office Supplies,Art,Supplier M,10.83,27.8,B,Active
PR01208,Monitors Item 1208,Technology,Monitors,Supplier R,142.78,198.35,A,Active
PR01209,Women Item 1209,Apparel,Women,Supplier E,14.77,24.35,B,Discontinued
PR01210,Men Item 1210,Apparel,Men,Supplier Q,22.09,31.23,C,Active
PR01211,Fresh Item 1211,Grocery,Fresh,Supplier R,4.26,8.42,B,Active
PR01212,Accessories Item 1212,Technology,Accessories,Supplier E,110.85,147.89,B,Active
PR01213,Laptops Item 1213,Technology,Laptops,Supplier A,70.66,90.92,B,Active
PR01214,Men Item 1214,Apparel,Men,Supplier H,5.57,11.18,C,Active
PR01215,Kitchen Item 1215,Home,Kitchen,Supplier N,9.94,14.07,C,Active
PR01216,Women Item 1216,Apparel,Women,Supplier Q,39.2,84.83,A,Active
PR01217,Binders Item 1217,Office Supplies,Binders,Supplier N,3.91,5.68,C,Active
PR01218,Tables Item 1218,Furniture,Tables,Supplier R,40.1,92.33,C,Active
PR01219,Pantry Item 1219,Grocery,Pantry,Supplier J,5.14,9.7,C,Active
PR01220,Men Item 1220,Apparel,Men,Supplier O,10.58,24.61,A,Active
PR01221,Lighting Item 1221,Home,Lighting,Supplier K,60.03,148.12,B,Active
PR01222,Fresh Item 1222,Grocery,Fresh,Supplier I,2.46,6.6,A,Active
PR01223,Lighting Item 1223,Home,Lighting,Supplier I,27.46,51.61,A,Active
PR01224,Frozen Item 1224,Grocery,Frozen,Supplier L,5.87,15.02,C,Discontinued
PR01225,Tablets Item 1225,Technology,Tablets,Supplier E,51.01,96.52,C,Active
PR01226,Paper Item 1226,Office Supplies,Paper,Supplier P,12.85,22.68,C,Active
PR01227,Decor Item 1227,Home,Decor,Supplier D,10.44,15.45,A,Active
PR01228,Accessories Item 1228,Apparel,Accessories,Supplier M,30.12,45.08,B,Active
PR01229,Smart Home Item 1229,Technology,Smart Home,Supplier R,190.64,369.94,A,Active
PR01230,Chairs Item 1230,Furniture,Chairs,Supplier N,53.96,96.41,B,Active
PR01231,Frozen Item 1231,Grocery,Frozen,Supplier Q,8.73,23.4,B,Active
PR01232,Tablets Item 1232,Technology,Tablets,Supplier P,108.57,172.45,B,Active
PR01233,Snacks Item 1233,Grocery,Snacks,Supplier N,7.2,12.93,A,Active
PR01234,Women Item 1234,Apparel,Women,Supplier H,10.78,20.25,A,Active
PR01235,Decor Item 1235,Home,Decor,Supplier D,33.21,87.25,A,Active
PR01236,Art Item 1236,Office Supplies,Art,Supplier H,8.12,16.54,A,Active
PR01237,Kitchen Item 1237,Home,Kitchen,Supplier R,32.77,78.4,C,Active
PR01238,Snacks Item 1238,Grocery,Snacks,Supplier C,10.17,19.83,A,Active
PR01239,Monitors Item 1239,Technology,Monitors,Supplier E,255.58,617.8,C,Active
PR01240,Smart Home Item 1240,Technology,Smart Home,Supplier P,420.41,826.14,A,Active
PR01241,Kids Item 1241,Apparel,Kids,Supplier O,19.92,37.76,A,Active
PR01242,Kitchen Item 1242,Home,Kitchen,Supplier N,14.83,30.66,B,Active
PR01243,Cleaning Item 1243,Home,Cleaning,Supplier G,66.04,88.41,B,Discontinued
PR01244,Snacks Item 1244,Grocery,Snacks,Supplier B,6.22,9.81,A,Active
PR01245,Smart Home Item 1245,Technology,Smart Home,Supplier H,152.9,247.36,B,Active
PR01246,Kitchen Item 1246,Home,Kitchen,Supplier M,30.9,83.07,B,Active
PR01247,Beverages Item 1247,Grocery,Beverages,Supplier M,2.72,4.75,A,Active
PR01248,Binders Item 1248,Office Supplies,Binders,Supplier J,10.09,18.61,A,Active
PR01249,Binders Item 1249,Office Supplies,Binders,Supplier Q,13.66,20.41,A,Active
PR01250,Laptops Item 1250,Technology,Laptops,Supplier C,416.39,775.76,C,Discontinued
PR01251,Monitors Item 1251,Technology,Monitors,Supplier I,238.41,469.04,C,Discontinued
PR01252,Kids Item 1252,Apparel,Kids,Supplier A,5.59,13.0,B,Discontinued
PR01253,Fresh Item 1253,Grocery,Fresh,Supplier R,1.83,3.43,B,Active
PR01254,Laptops Item 1254,Technology,Laptops,Supplier F,153.18,398.21,C,Active
PR01255,Kids Item 1255,Apparel,Kids,Supplier Q,11.59,17.27,C,Active
PR01256,Frozen Item 1256,Grocery,Frozen,Supplier M,2.46,5.2,C,Active
PR01257,Chairs Item 1257,Furniture,Chairs,Supplier J,52.84,110.84,C,Active
PR01258,Accessories Item 1258,Technology,Accessories,Supplier I,116.96,270.96,B,Active
PR01259,Pantry Item 1259,Grocery,Pantry,Supplier A,6.36,11.76,A,Active
PR01260,Printers Item 1260,Technology,Printers,Supplier J,92.64,248.21,A,Active
PR01261,Bedding Item 1261,Home,Bedding,Supplier Q,14.34,33.45,A,Active
PR01262,Paper Item 1262,Office Supplies,Paper,Supplier D,17.06,35.12,C,Active
PR01263,Decor Item 1263,Home,Decor,Supplier I,32.83,87.28,C,Active
PR01264,Beverages Item 1264,Grocery,Beverages,Supplier C,5.43,12.71,A,Active
PR01265,Women Item 1265,Apparel,Women,Supplier P,51.49,71.33,A,Active
PR01266,Men Item 1266,Apparel,Men,Supplier O,22.75,41.12,B,Active
PR01267,Cleaning Item 1267,Home,Cleaning,Supplier N,8.99,17.18,A,Active
PR01268,Binders Item 1268,Office Supplies,Binders,Supplier H,12.2,18.74,C,Active
PR01269,Shelving Item 1269,Furniture,Shelving,Supplier P,48.99,62.01,A,Active
PR01270,Lighting Item 1270,Home,Lighting,Supplier B,18.66,30.52,A,Active
PR01271,Storage Item 1271,Furniture,Storage,Supplier R,110.96,307.96,A,Active
PR01272,Snacks Item 1272,Grocery,Snacks,Supplier D,12.03,19.27,C,Active
PR01273,Bedding Item 1273,Home,Bedding,Supplier I,18.41,44.32,C,Active
PR01274,Art Item 1274,Office Supplies,Art,Supplier F,16.86,40.91,C,Active
PR01275,Men Item 1275,Apparel,Men,Supplier E,39.94,68.47,C,Active
PR01276,Chairs Item 1276,Furniture,Chairs,Supplier Q,163.06,301.96,A,Active
PR01277,Kitchen Item 1277,Home,Kitchen,Supplier P,29.93,69.61,C,Discontinued
PR01278,Shoes Item 1278,Apparel,Shoes,Supplier J,19.94,29.28,C,Active
PR01279,Tables Item 1279,Furniture,Tables,Supplier C,142.79,370.14,C,Active
PR01280,Paper Item 1280,Office Supplies,Paper,Supplier P,3.64,10.1,B,Discontinued
PR01281,Fresh Item 1281,Grocery,Fresh,Supplier K,2.41,6.05,A,Active
PR01282,Chairs Item 1282,Furniture,Chairs,Supplier R,109.34,169.36,C,Active
PR01283,Frozen Item 1283,Grocery,Frozen,Supplier G,5.82,8.76,C,Active
PR01284,Lighting Item 1284,Home,Lighting,Supplier C,26.27,52.49,B,Active
PR01285,Monitors Item 1285,Technology,Monitors,Supplier L,150.93,375.49,A,Active
PR01286,Labels Item 1286,Office Supplies,Labels,Supplier P,8.77,11.1,B,Active
PR01287,Beverages Item 1287,Grocery,Beverages,Supplier C,2.48,4.99,C,Active
PR01288,Kids Item 1288,Apparel,Kids,Supplier F,22.34,48.72,C,Active
PR01289,Bedding Item 1289,Home,Bedding,Supplier L,17.35,30.83,C,Active
PR01290,Labels Item 1290,Office Supplies,Labels,Supplier L,9.37,17.93,C,Active
PR01291,Beverages Item 1291,Grocery,Beverages,Supplier A,3.34,8.19,C,Active
PR01292,Decor Item 1292,Home,Decor,Supplier F,43.15,118.34,B,Active
PR01293,Men Item 1293,Apparel,Men,Supplier E,10.73,15.87,A,Active
PR01294,Decor Item 1294,Home,Decor,Supplier G,38.95,99.61,C,Active
PR01295,Kids Item 1295,Apparel,Kids,Supplier C,25.55,51.39,A,Active
PR01296,Beverages Item 1296,Grocery,Beverages,Supplier I,7.15,9.09,C,Active
PR01297,Kids Item 1297,Apparel,Kids,Supplier L,16.3,22.82,B,Active
PR01298,Pantry Item 1298,Grocery,Pantry,Supplier C,4.16,11.02,B,Active
PR01299,Men Item 1299,Apparel,Men,Supplier P,26.03,57.33,C,Active
PR01300,Beverages Item 1300,Grocery,Beverages,Supplier F,1.81,4.07,B,Active
PR01301,Laptops Item 1301,Technology,Laptops,Supplier F,128.15,284.28,A,Active
PR01302,Decor Item 1302,Home,Decor,Supplier P,54.18,88.7,B,Active
PR01303,Printers Item 1303,Technology,Printers,Supplier O,52.17,132.57,B,Discontinued
PR01304,Accessories Item 1304,Technology,Accessories,Supplier E,49.86,94.3,A,Active
PR01305,Accessories Item 1305,Apparel,Accessories,Supplier B,9.21,24.93,B,Active
PR01306,Cleaning Item 1306,Home,Cleaning,Supplier D,17.1,30.99,A,Active
PR01307,Women Item 1307,Apparel,Women,Supplier A,23.85,65.73,C,Active
