return_id,order_id,order_line_id,return_date,return_reason,refund_amount,resolution
RE0019872,OR0027287,OL000063675,2025-11-20,Changed Mind,51.74,Exchange
RE0019873,OR0125670,OL000293098,2025-05-29,Late Delivery,85.41,Refunded
RE0019874,OR0063299,OL000147755,2025-11-05,Wrong Item,27.95,Refunded
RE0019875,OR0015793,OL000036877,2024-12-19,Changed Mind,7.42,Exchange
RE0019876,OR0032276,OL000075270,2026-01-09,Duplicate Order,596.73,Store Credit
RE0019877,OR0037618,OL000087606,2024-06-02,Late Delivery,9.06,Refunded
RE0019878,OR0120848,OL000281772,2024-03-23,Price Match,26.23,Refunded
RE0019879,OR0032082,OL000074811,2023-10-12,Duplicate Order,94.23,Refunded
RE0019880,OR0025794,OL000060290,2025-10-23,Wrong Item,14.76,Refunded
RE0019881,OR0079287,OL000184847,2024-07-07,Damaged,84.01,Refunded
RE0019882,OR0041624,OL000096978,2025-12-06,Price Match,31.87,Refunded
RE0019883,OR0105980,OL000247345,2024-04-28,Price Match,3.98,Exchange
RE0019884,OR0077963,OL000181851,2024-05-02,Changed Mind,24.17,Store Credit
RE0019885,OR0046099,OL000107289,2023-03-11,Quality Issue,110.19,Refunded
RE0019886,OR0076858,OL000179304,2025-03-06,Duplicate Order,58.99,Store Credit
RE0019887,OR0004364,OL000010189,2025-09-08,Price Match,9.36,Refunded
RE0019888,OR0010768,OL000025320,2024-06-08,Price Match,6.06,Refunded
RE0019889,OR0041197,OL000095964,2025-08-30,Duplicate Order,150.36,Refunded
RE0019890,OR0060290,OL000140775,2023-11-03,Wrong Item,77.79,Refunded
RE0019891,OR0114227,OL000266475,2024-11-21,Duplicate Order,40.94,Refunded
RE0019892,OR0061327,OL000143148,2025-08-26,Late Delivery,45.78,Refunded
RE0019893,OR0059223,OL000138252,2025-05-16,Quality Issue,220.3,Store Credit
RE0019894,OR0000880,OL000002112,2023-07-28,Changed Mind,31.06,Refunded
RE0019895,OR0094097,OL000219575,2024-12-31,Price Match,101.98,Refunded
RE0019896,OR0072046,OL000168143,2023-10-07,Quality Issue,5.91,Refunded
RE0019897,OR0116252,OL000271207,2025-10-10,Wrong Item,8.57,Refunded
RE0019898,OR0101015,OL000235587,2024-02-01,Late Delivery,15.17,Refunded
RE0019899,OR0043218,OL000100630,2024-03-12,Damaged,4.78,Store Credit
RE0019900,OR0046151,OL000107415,2025-08-03,Quality Issue,106.25,Refunded
RE0019901,OR0025425,OL000059417,2025-07-12,Wrong Item,145.25,Refunded
RE0019902,OR0087326,OL000203636,2024-06-06,Late Delivery,7.96,Store Credit
RE0019903,OR0062316,OL000145447,2023-04-25,Duplicate Order,27.8,Refunded
RE0019904,OR0006284,OL000014752,2024-03-17,Duplicate Order,47.76,Refunded
RE0019905,OR0086425,OL000201487,2023-07-27,Quality Issue,5.35,Exchange
RE0019906,OR0120692,OL000281386,2025-11-24,Quality Issue,31.59,Store Credit
RE0019907,OR0022099,OL000051510,2025-06-15,Quality Issue,106.55,Refunded
RE0019908,OR0058745,OL000137150,2023-12-24,Duplicate Order,40.55,Refunded
RE0019909,OR0123600,OL000288272,2024-05-23,Damaged,26.55,Refunded
RE0019910,OR0116381,OL000271507,2025-03-10,Duplicate Order,266.97,Exchange
RE0019911,OR0127750,OL000297897,2025-01-24,Wrong Item,144.04,Exchange
RE0019912,OR0124743,OL000290941,2025-08-26,Damaged,4.33,Refunded
RE0019913,OR0052449,OL000122365,2023-12-10,Wrong Item,29.2,Store Credit
RE0019914,OR0019767,OL000046111,2025-07-24,Quality Issue,7.74,Store Credit
RE0019915,OR0099060,OL000231055,2023-08-29,Duplicate Order,37.1,Store Credit
RE0019916,OR0075318,OL000175757,2024-07-14,Price Match,1213.31,Store Credit
RE0019917,OR0077453,OL000180647,2023-12-09,Price Match,34.85,Exchange
RE0019918,OR0015902,OL000037148,2024-07-14,Price Match,321.25,Refunded
RE0019919,OR0022179,OL000051692,2024-01-15,Duplicate Order,33.98,Refunded
RE0019920,OR0119167,OL000277806,2023-12-03,Damaged,50.53,Refunded
RE0019921,OR0108108,OL000252279,2024-11-03,Wrong Item,387.72,Exchange
RE0019922,OR0094808,OL000221204,2023-08-03,Damaged,192.65,Store Credit
RE0019923,OR0067183,OL000156922,2025-08-12,Late Delivery,181.07,Exchange
RE0019924,OR0073550,OL000171646,2025-05-11,Damaged,556.33,Store Credit
RE0019925,OR0127343,OL000296941,2025-03-03,Changed Mind,41.12,Refunded
RE0019926,OR0011497,OL000027076,2025-11-13,Price Match,7.78,Store Credit
RE0019927,OR0079674,OL000185753,2025-09-09,Duplicate Order,6.21,Refunded
RE0019928,OR0010103,OL000023744,2024-10-15,Late Delivery,396.46,Exchange
RE0019929,OR0055960,OL000130696,2023-12-21,Duplicate Order,123.32,Refunded
RE0019930,OR0127126,OL000296462,2024-12-09,Damaged,17.6,Store Credit
RE0019931,OR0121533,OL000283396,2025-11-23,Duplicate Order,48.37,Refunded
RE0019932,OR0071317,OL000166462,2025-05-09,Duplicate Order,1062.69,Store Credit
RE0019933,OR0042681,OL000099395,2025-05-09,Duplicate Order,12.66,Refunded
RE0019934,OR0019869,OL000046346,2024-01-22,Changed Mind,544.72,Store Credit
RE0019935,OR0046757,OL000108900,2023-08-16,Quality Issue,685.0,Refunded
RE0019936,OR0122640,OL000285975,2023-10-09,Price Match,17.48,Refunded
RE0019937,OR0001448,OL000003413,2023-08-14,Damaged,15.96,Refunded
RE0019938,OR0028061,OL000065520,2024-05-27,Late Delivery,80.2,Store Credit
RE0019939,OR0121963,OL000284410,2024-08-16,Late Delivery,9.71,Exchange
RE0019940,OR0064478,OL000150592,2024-11-22,Damaged,72.88,Refunded
RE0019941,OR0089419,OL000208537,2024-09-11,Price Match,125.93,Refunded
RE0019942,OR0086635,OL000201991,2024-06-08,Price Match,61.84,Exchange
RE0019943,OR0004039,OL000009462,2023-07-09,Damaged,16.21,Store Credit
RE0019944,OR0087634,OL000204359,2025-09-27,Quality Issue,2.69,Refunded
RE0019945,OR0042293,OL000098501,2024-11-01,Late Delivery,219.41,Refunded
RE0019946,OR0029419,OL000068735,2024-12-28,Damaged,148.02,Refunded
RE0019947,OR0024220,OL000056525,2025-03-29,Quality Issue,222.32,Refunded
RE0019948,OR0058612,OL000136860,2025-03-30,Price Match,128.22,Refunded
RE0019949,OR0041277,OL000096145,2024-08-09,Price Match,6.17,Store Credit
RE0019950,OR0017285,OL000040363,2024-11-22,Changed Mind,89.68,Refunded
RE0019951,OR0101418,OL000236536,2024-12-06,Price Match,18.77,Refunded
RE0019952,OR0104152,OL000243021,2024-10-27,Price Match,406.41,Refunded
RE0019953,OR0039724,OL000092514,2025-05-19,Duplicate Order,30.45,Refunded
RE0019954,OR0010457,OL000024592,2025-02-26,Price Match,167.79,Refunded
RE0019955,OR0051739,OL000120657,2024-08-07,Price Match,18.88,Store Credit
RE0019956,OR0058637,OL000136923,2025-04-01,Duplicate Order,19.38,Refunded
RE0019957,OR0048974,OL000113988,2025-04-09,Changed Mind,60.03,Store Credit
RE0019958,OR0015502,OL000036217,2025-10-20,Duplicate Order,97.5,Refunded
RE0019959,OR0092890,OL000216738,2023-10-20,Quality Issue,1533.47,Refunded
RE0019960,OR0121072,OL000282312,2024-08-26,Changed Mind,118.16,Refunded
RE0019961,OR0039857,OL000092853,2025-02-22,Damaged,85.37,Refunded
RE0019962,OR0005157,OL000012033,2024-09-14,Damaged,2.11,Refunded
RE0019963,OR0002520,OL000005955,2025-05-29,Changed Mind,34.44,Refunded
RE0019964,OR0016259,OL000037974,2024-11-26,Wrong Item,320.39,Refunded
RE0019965,OR0007725,OL000018207,2025-11-22,Quality Issue,71.41,Refunded
RE0019966,OR0050856,OL000118519,2023-10-26,Price Match,21.06,Refunded
RE0019967,OR0019218,OL000044844,2024-03-20,Quality Issue,7.64,Refunded
RE0019968,OR0119437,OL000278431,2024-10-06,Duplicate Order,203.45,Exchange
RE0019969,OR0057925,OL000135273,2025-05-01,Changed Mind,78.45,Refunded
RE0019970,OR0020271,OL000047273,2024-09-29,Damaged,32.21,Refunded
RE0019971,OR0069177,OL000161418,2024-04-21,Damaged,60.12,Refunded
RE0019972,OR0101970,OL000237849,2024-12-24,Price Match,107.51,Refunded
RE0019973,OR0005947,OL000013949,2025-01-09,Quality Issue,45.91,Refunded
RE0019974,OR0081216,OL000189318,2025-01-26,Wrong Item,16.54,Refunded
RE0019975,OR0035653,OL000083072,2025-04-09,Late Delivery,4.31,Exchange
RE0019976,OR0074055,OL000172819,2025-02-15,Damaged,15.1,Refunded
RE0019977,OR0059118,OL000138022,2023-10-09,Wrong Item,51.64,Exchange
RE0019978,OR0022084,OL000051482,2024-02-27,Wrong Item,23.97,Store Credit
RE0019979,OR0071388,OL000166607,2025-10-27,Damaged,83.68,Refunded
RE0019980,OR0118001,OL000275194,2023-09-27,Wrong Item,5.88,Refunded
RE0019981,OR0041763,OL000097301,2025-08-23,Wrong Item,20.64,Refunded
RE0019982,OR0044332,OL000103207,2023-11-09,Quality Issue,1102.72,Refunded
RE0019983,OR0061765,OL000144163,2025-08-12,Wrong Item,17.36,Refunded
RE0019984,OR0099942,OL000233120,2025-11-15,Wrong Item,5.22,Exchange
RE0019985,OR0099251,OL000231521,2025-12-20,Changed Mind,14.29,Exchange
RE0019986,OR0114803,OL000267846,2026-02-05,Changed Mind,16.12,Refunded
RE0019987,OR0054674,OL000127584,2024-01-16,Changed Mind,19.95,Refunded
RE0019988,OR0015446,OL000036093,2025-07-09,Damaged,12.97,Exchange
RE0019989,OR0056503,OL000131948,2025-06-01,Damaged,5.17,Refunded
RE0019990,OR0043174,OL000100529,2024-12-13,Changed Mind,303.43,Refunded
RE0019991,OR0112026,OL000261332,2025-09-22,Late Delivery,116.6,Exchange
RE0019992,OR0088178,OL000205643,2025-01-25,Damaged,12.38,Refunded
RE0019993,OR0111409,OL000259904,2024-03-20,Late Delivery,39.69,Refunded
RE0019994,OR0047049,OL000109570,2024-07-27,Duplicate Order,1026.74,Refunded
RE0019995,OR0037658,OL000087689,2023-08-28,Quality Issue,30.04,Refunded
RE0019996,OR0021403,OL000049948,2024-08-27,Price Match,12.49,Refunded
RE0019997,OR0081275,OL000189459,2024-03-29,Quality Issue,656.61,Refunded
RE0019998,OR0013887,OL000032582,2025-05-08,Wrong Item,9.48,Exchange
RE0019999,OR0120442,OL000280790,2025-06-07,Damaged,22.87,Store Credit
RE0020000,OR0075462,OL000176109,2025-10-24,Damaged,262.21,Refunded
RE0020001,OR0045943,OL000106914,2025-03-08,Late Delivery,82.98,Store Credit
RE0020002,OR0068318,OL000159454,2024-07-21,Wrong Item,41.8,Refunded
RE0020003,OR0040806,OL000095035,2024-12-29,Late Delivery,73.81,Refunded
RE0020004,OR0013728,OL000032201,2023-10-31,Damaged,317.46,Refunded
RE0020005,OR0083635,OL000194945,2025-09-25,Quality Issue,44.29,Store Credit
RE0020006,OR0015871,OL000037058,2025-08-12,Late Delivery,86.35,Refunded
RE0020007,OR0014096,OL000033068,2025-01-17,Late Delivery,6.16,Refunded
RE0020008,OR0069442,OL000162067,2024-09-12,Price Match,33.66,Refunded
RE0020009,OR0060291,OL000140779,2025-05-14,Late Delivery,12.71,Exchange
RE0020010,OR0011660,OL000027446,2023-03-23,Late Delivery,80.77,Refunded
RE0020011,OR0009810,OL000023090,2025-04-01,Wrong Item,66.47,Refunded
RE0020012,OR0029290,OL000068411,2024-08-10,Late Delivery,21.03,Refunded
RE0020013,OR0027520,OL000064242,2024-01-25,Changed Mind,5.62,Exchange
RE0020014,OR0126293,OL000294546,2024-08-19,Damaged,20.5,Refunded
RE0020015,OR0034450,OL000080269,2024-06-01,Changed Mind,9.74,Store Credit
RE0020016,OR0003416,OL000008019,2024-05-07,Price Match,6.73,Store Credit
RE0020017,OR0103827,OL000242280,2023-06-16,Changed Mind,11.8,Refunded
RE0020018,OR0118042,OL000275273,2024-04-19,Duplicate Order,31.2,Refunded
RE0020019,OR0069674,OL000162639,2023-12-21,Late Delivery,235.97,Refunded
RE0020020,OR0112781,OL000263078,2025-08-16,Changed Mind,29.69,Store Credit
RE0020021,OR0054305,OL000126668,2025-09-17,Price Match,134.51,Store Credit
RE0020022,OR0106034,OL000247484,2025-10-16,Changed Mind,276.93,Exchange
RE0020023,OR0115729,OL000270009,2023-06-09,Damaged,166.86,Refunded
RE0020024,OR0078981,OL000184160,2025-05-25,Price Match,112.0,Refunded
RE0020025,OR0077706,OL000181248,2024-08-28,Quality Issue,20.64,Refunded
RE0020026,OR0105218,OL000245561,2025-07-28,Wrong Item,153.54,Refunded
RE0020027,OR0079459,OL000185240,2023-12-18,Damaged,7.74,Refunded
RE0020028,OR0097504,OL000227452,2025-12-28,Wrong Item,286.65,Refunded
RE0020029,OR0089769,OL000209364,2023-10-16,Wrong Item,8.72,Store Credit
RE0020030,OR0047799,OL000111275,2025-05-02,Changed Mind,318.31,Refunded
RE0020031,OR0032961,OL000076813,2024-01-24,Duplicate Order,16.63,Refunded
RE0020032,OR0039877,OL000092902,2025-06-11,Quality Issue,58.15,Exchange
RE0020033,OR0000273,OL000000667,2023-09-09,Late Delivery,10.76,Refunded
RE0020034,OR0087463,OL000203939,2023-07-27,Wrong Item,30.91,Refunded
RE0020035,OR0040303,OL000093848,2024-11-17,Quality Issue,17.31,Refunded
RE0020036,OR0108575,OL000253333,2024-10-19,Wrong Item,108.35,Refunded
RE0020037,OR0097914,OL000228381,2023-05-08,Wrong Item,67.97,Refunded
RE0020038,OR0022824,OL000053145,2023-08-31,Wrong Item,87.99,Exchange
RE0020039,OR0026174,OL000061144,2025-01-19,Late Delivery,27.53,Refunded
RE0020040,OR0077122,OL000179908,2025-07-09,Price Match,26.28,Refunded
RE0020041,OR0014723,OL000034431,2023-11-19,Price Match,7.82,Refunded
RE0020042,OR0104507,OL000243887,2025-06-11,Changed Mind,37.6,Refunded
RE0020043,OR0049649,OL000115616,2024-03-18,Duplicate Order,17.11,Refunded
RE0020044,OR0121600,OL000283582,2025-06-27,Duplicate Order,941.07,Exchange
RE0020045,OR0022486,OL000052403,2024-09-29,Changed Mind,291.2,Refunded
RE0020046,OR0038177,OL000088932,2026-01-30,Changed Mind,129.56,Refunded
RE0020047,OR0041852,OL000097500,2025-07-26,Quality Issue,4.75,Refunded
RE0020048,OR0022645,OL000052745,2023-08-11,Wrong Item,128.32,Refunded
RE0020049,OR0036861,OL000085792,2025-04-26,Changed Mind,4.17,Refunded
RE0020050,OR0056431,OL000131800,2025-06-30,Duplicate Order,16.67,Store Credit
RE0020051,OR0031170,OL000072758,2024-02-06,Late Delivery,25.75,Refunded
RE0020052,OR0091712,OL000213963,2025-06-08,Quality Issue,8.62,Store Credit
RE0020053,OR0113172,OL000264037,2024-09-19,Changed Mind,17.26,Refunded
RE0020054,OR0034329,OL000079970,2024-03-19,Changed Mind,38.48,Store Credit
RE0020055,OR0053697,OL000125295,2023-07-11,Wrong Item,4.69,Refunded
RE0020056,OR0123169,OL000287260,2025-07-11,Quality Issue,8.99,Exchange
RE0020057,OR0017871,OL000041665,2025-09-30,Changed Mind,27.65,Refunded
RE0020058,OR0113100,OL000263848,2024-02-13,Late Delivery,4.07,Store Credit
RE0020059,OR0001868,OL000004387,2024-04-27,Duplicate Order,74.47,Refunded
RE0020060,OR0011440,OL000026937,2024-04-06,Wrong Item,216.76,Refunded
RE0020061,OR0053585,OL000125005,2025-03-01,Duplicate Order,41.2,Store Credit
RE0020062,OR0021921,OL000051113,2024-01-25,Damaged,232.33,Refunded
RE0020063,OR0122609,OL000285903,2023-06-11,Late Delivery,269.49,Refunded
RE0020064,OR0089303,OL000208275,2025-01-17,Price Match,7.17,Refunded
RE0020065,OR0114586,OL000267354,2024-08-01,Quality Issue,26.2,Store Credit
RE0020066,OR0017919,OL000041775,2023-03-17,Quality Issue,36.85,Refunded
RE0020067,OR0098029,OL000228668,2025-11-13,Quality Issue,30.98,Store Credit
RE0020068,OR0029067,OL000067867,2025-08-31,Late Delivery,26.14,Exchange
RE0020069,OR0020706,OL000048279,2025-11-19,Changed Mind,34.66,Exchange
RE0020070,OR0052861,OL000123307,2026-01-13,Wrong Item,38.05,Refunded
RE0020071,OR0104878,OL000244771,2024-03-18,Wrong Item,43.85,Refunded
RE0020072,OR0116457,OL000271679,2026-01-26,Changed Mind,720.22,Refunded
RE0020073,OR0057724,OL000134784,2024-10-18,Price Match,9.81,Refunded
RE0020074,OR0073027,OL000170419,2023-10-21,Damaged,10.38,Exchange
RE0020075,OR0120595,OL000281148,2024-10-29,Late Delivery,211.62,Refunded
RE0020076,OR0114399,OL000266913,2024-08-18,Late Delivery,26.94,Exchange
RE0020077,OR0073344,OL000171174,2024-04-22,Late Delivery,259.53,Refunded
RE0020078,OR0122677,OL000286064,2025-02-20,Changed Mind,230.22,Refunded
RE0020079,OR0041387,OL000096406,2025-06-11,Quality Issue,9.84,Exchange
RE0020080,OR0034879,OL000081260,2025-05-14,Price Match,46.52,Refunded
RE0020081,OR0014069,OL000032999,2025-10-26,Duplicate Order,145.18,Refunded
RE0020082,OR0030614,OL000071493,2025-02-24,Price Match,132.22,Refunded
RE0020083,OR0076351,OL000178135,2023-09-25,Damaged,131.55,Refunded
RE0020084,OR0104976,OL000245000,2024-09-03,Wrong Item,10.98,Refunded
RE0020085,OR0065537,OL000153029,2024-04-12,Late Delivery,3.11,Refunded
RE0020086,OR0002475,OL000005838,2025-08-05,Duplicate Order,207.33,Refunded
RE0020087,OR0073996,OL000172665,2025-02-19,Wrong Item,24.47,Refunded
RE0020088,OR0000582,OL000001399,2023-11-17,Late Delivery,11.49,Store Credit
RE0020089,OR0111991,OL000261246,2024-02-21,Duplicate Order,59.19,Refunded
RE0020090,OR0078575,OL000183243,2023-07-31,Damaged,31.01,Exchange
RE0020091,OR0037089,OL000086339,2025-09-18,Quality Issue,140.73,Refunded
RE0020092,OR0052674,OL000122865,2023-12-15,Wrong Item,155.7,Refunded
RE0020093,OR0098873,OL000230609,2025-05-10,Duplicate Order,44.44,Refunded
RE0020094,OR0045346,OL000105539,2025-08-13,Duplicate Order,84.31,Refunded
RE0020095,OR0009700,OL000022817,2025-04-23,Quality Issue,195.33,Store Credit
RE0020096,OR0064862,OL000151482,2024-04-20,Damaged,4.39,Refunded
RE0020097,OR0124451,OL000290260,2024-09-11,Damaged,299.82,Refunded
RE0020098,OR0128880,OL000300564,2025-07-26,Duplicate Order,27.83,Exchange
RE0020099,OR0070036,OL000163525,2024-12-31,Wrong Item,287.41,Exchange
RE0020100,OR0055369,OL000129281,2024-11-03,Price Match,399.12,Refunded
RE0020101,OR0071537,OL000166937,2023-09-10,Late Delivery,4.55,Exchange
RE0020102,OR0076587,OL000178691,2024-02-08,Changed Mind,148.8,Refunded
RE0020103,OR0037268,OL000086764,2024-09-21,Wrong Item,126.98,Exchange
RE0020104,OR0125842,OL000293475,2026-01-22,Quality Issue,279.92,Refunded
RE0020105,OR0019472,OL000045449,2025-06-02,Wrong Item,97.19,Refunded
RE0020106,OR0085927,OL000200334,2024-08-08,Late Delivery,169.64,Refunded
RE0020107,OR0094828,OL000221249,2024-07-28,Price Match,87.5,Store Credit
RE0020108,OR0097301,OL000226985,2025-04-23,Damaged,37.56,Refunded
RE0020109,OR0060001,OL000140079,2025-05-09,Late Delivery,5.32,Exchange
RE0020110,OR0014019,OL000032887,2023-08-17,Late Delivery,20.64,Store Credit
RE0020111,OR0041247,OL000096079,2023-12-29,Quality Issue,6.87,Store Credit
RE0020112,OR0070196,OL000163868,2025-10-13,Quality Issue,10.04,Exchange
RE0020113,OR0034758,OL000080984,2024-04-25,Quality Issue,10.71,Exchange
RE0020114,OR0119737,OL000279146,2024-02-11,Price Match,6.26,Exchange
RE0020115,OR0035567,OL000082852,2023-04-19,Duplicate Order,59.94,Store Credit
RE0020116,OR0034842,OL000081191,2025-04-17,Quality Issue,107.73,Refunded
RE0020117,OR0115263,OL000268920,2024-05-16,Changed Mind,510.7,Refunded
RE0020118,OR0036693,OL000085387,2025-05-23,Changed Mind,22.26,Refunded
RE0020119,OR0051562,OL000120213,2023-05-24,Damaged,727.16,Exchange
RE0020120,OR0005219,OL000012178,2025-02-26,Price Match,39.11,Exchange
RE0020121,OR0072080,OL000168226,2024-06-02,Price Match,8.25,Refunded
RE0020122,OR0054948,OL000128230,2025-07-15,Damaged,4.7,Refunded
RE0020123,OR0127004,OL000296181,2024-07-27,Price Match,11.99,Refunded
RE0020124,OR0105226,OL000245576,2025-03-12,Duplicate Order,326.94,Exchange
RE0020125,OR0044433,OL000103441,2025-01-06,Duplicate Order,19.63,Exchange
RE0020126,OR0078642,OL000183388,2024-12-02,Damaged,70.93,Store Credit
RE0020127,OR0053901,OL000125756,2026-01-17,Duplicate Order,227.09,Exchange
RE0020128,OR0092006,OL000214672,2026-02-09,Wrong Item,134.98,Refunded
RE0020129,OR0051264,OL000119515,2023-07-23,Price Match,52.82,Exchange
RE0020130,OR0120113,OL000280022,2024-03-30,Wrong Item,1.6,Refunded
RE0020131,OR0008427,OL000019822,2024-05-26,Damaged,1392.11,Exchange
RE0020132,OR0079758,OL000185948,2024-05-20,Changed Mind,285.17,Refunded
RE0020133,OR0093678,OL000218602,2025-04-28,Wrong Item,42.6,Exchange
RE0020134,OR0032219,OL000075123,2024-03-05,Duplicate Order,38.62,Refunded
RE0020135,OR0012020,OL000028264,2024-10-18,Damaged,11.76,Refunded
RE0020136,OR0045718,OL000106364,2023-08-06,Late Delivery,15.75,Refunded
RE0020137,OR0080455,OL000187563,2024-09-10,Damaged,335.27,Refunded
RE0020138,OR0061041,OL000142496,2025-01-22,Changed Mind,23.98,Refunded
RE0020139,OR0088893,OL000207296,2023-09-24,Late Delivery,133.99,Refunded
RE0020140,OR0053428,OL000124650,2024-07-01,Quality Issue,38.83,Exchange
RE0020141,OR0124214,OL000289728,2025-12-13,Price Match,4.92,Refunded
RE0020142,OR0024624,OL000057464,2025-02-17,Quality Issue,23.51,Refunded
RE0020143,OR0028558,OL000066681,2024-02-28,Wrong Item,17.18,Refunded
RE0020144,OR0040996,OL000095470,2023-07-09,Late Delivery,23.98,Refunded
RE0020145,OR0045911,OL000106840,2023-07-06,Damaged,44.56,Exchange
RE0020146,OR0021565,OL000050324,2024-02-19,Duplicate Order,9.25,Refunded
RE0020147,OR0043438,OL000101153,2024-12-22,Duplicate Order,103.1,Refunded
RE0020148,OR0108622,OL000253428,2023-09-29,Changed Mind,5.3,Exchange
RE0020149,OR0006084,OL000014292,2024-02-27,Damaged,3.62,Refunded
RE0020150,OR0067873,OL000158454,2025-03-14,Wrong Item,132.38,Refunded
RE0020151,OR0047363,OL000110290,2024-08-27,Duplicate Order,8.7,Refunded
RE0020152,OR0028521,OL000066607,2025-11-27,Damaged,14.74,Refunded
RE0020153,OR0028364,OL000066249,2024-10-18,Wrong Item,99.34,Refunded
RE0020154,OR0023967,OL000055892,2024-09-08,Duplicate Order,51.48,Refunded
RE0020155,OR0019009,OL000044366,2025-06-08,Damaged,4.7,Exchange
RE0020156,OR0006652,OL000015614,2026-01-19,Changed Mind,54.85,Refunded
RE0020157,OR0127744,OL000297886,2025-02-01,Damaged,962.01,Store Credit
RE0020158,OR0062110,OL000144981,2023-10-24,Damaged,281.19,Refunded
RE0020159,OR0024129,OL000056297,2025-10-24,Price Match,16.13,Store Credit
RE0020160,OR0074013,OL000172708,2025-05-12,Quality Issue,492.16,Refunded
RE0020161,OR0075176,OL000175426,2024-01-01,Wrong Item,63.78,Refunded
RE0020162,OR0123607,OL000288291,2025-10-14,Damaged,4.08,Refunded
RE0020163,OR0006749,OL000015867,2023-10-22,Damaged,147.05,Refunded
RE0020164,OR0076968,OL000179559,2025-12-24,Late Delivery,5.79,Store Credit
RE0020165,OR0081273,OL000189455,2023-09-13,Late Delivery,24.89,Exchange
RE0020166,OR0128432,OL000299514,2024-02-26,Changed Mind,19.79,Refunded
RE0020167,OR0116496,OL000271767,2025-01-02,Quality Issue,13.09,Refunded
RE0020168,OR0086822,OL000202444,2024-03-23,Changed Mind,171.48,Exchange
RE0020169,OR0121822,OL000284083,2025-10-05,Changed Mind,232.03,Store Credit
RE0020170,OR0071317,OL000166463,2025-03-28,Damaged,8.43,Refunded
RE0020171,OR0121515,OL000283348,2023-11-29,Quality Issue,20.79,Refunded
RE0020172,OR0011492,OL000027068,2025-12-09,Price Match,3.01,Store Credit
RE0020173,OR0124370,OL000290077,2025-09-20,Price Match,104.98,Refunded
RE0020174,OR0013113,OL000030748,2025-03-23,Damaged,28.91,Refunded
RE0020175,OR0064703,OL000151133,2025-04-12,Duplicate Order,20.91,Refunded
RE0020176,OR0083908,OL000195602,2025-06-12,Price Match,7.05,Refunded
RE0020177,OR0020447,OL000047674,2025-07-12,Quality Issue,7.45,Refunded
RE0020178,OR0055032,OL000128429,2023-11-10,Price Match,36.18,Refunded
RE0020179,OR0030541,OL000071328,2024-12-12,Late Delivery,21.34,Refunded
RE0020180,OR0021182,OL000049443,2024-03-23,Quality Issue,122.48,Refunded
RE0020181,OR0095992,OL000223933,2025-11-02,Duplicate Order,29.85,Exchange
RE0020182,OR0099285,OL000231608,2025-09-17,Price Match,46.0,Refunded
RE0020183,OR0129474,OL000301928,2025-12-05,Late Delivery,362.95,Refunded
RE0020184,OR0021308,OL000049734,2024-05-13,Late Delivery,31.28,Refunded
RE0020185,OR0046135,OL000107372,2024-09-11,Late Delivery,40.31,Store Credit
RE0020186,OR0042528,OL000099031,2024-12-01,Duplicate Order,112.11,Refunded
RE0020187,OR0038275,OL000089160,2024-11-20,Price Match,10.48,Exchange
RE0020188,OR0012619,OL000029619,2024-10-07,Price Match,35.15,Refunded
RE0020189,OR0004204,OL000009848,2025-01-03,Wrong Item,396.01,Refunded
RE0020190,OR0056257,OL000131392,2023-11-02,Wrong Item,245.76,Refunded
RE0020191,OR0048221,OL000112312,2024-09-14,Wrong Item,35.3,Refunded
RE0020192,OR0017986,OL000041912,2023-05-07,Changed Mind,87.14,Refunded
RE0020193,OR0043088,OL000100327,2025-01-08,Late Delivery,18.57,Refunded
RE0020194,OR0127827,OL000298058,2024-05-30,Quality Issue,43.98,Refunded
RE0020195,OR0122758,OL000286250,2024-03-28,Duplicate Order,27.22,Refunded
RE0020196,OR0070829,OL000165315,2024-09-24,Wrong Item,261.46,Refunded
RE0020197,OR0068405,OL000159669,2023-05-03,Damaged,9.58,Refunded
RE0020198,OR0030024,OL000070115,2025-08-13,Wrong Item,821.96,Store Credit
RE0020199,OR0066675,OL000155729,2023-10-04,Quality Issue,172.96,Refunded
RE0020200,OR0098750,OL000230334,2024-04-20,Late Delivery,45.36,Refunded
RE0020201,OR0025024,OL000058420,2024-06-18,Wrong Item,44.24,Exchange
RE0020202,OR0109875,OL000256338,2023-05-28,Wrong Item,122.26,Refunded
RE0020203,OR0122284,OL000285160,2025-09-10,Quality Issue,126.13,Refunded
RE0020204,OR0102199,OL000238342,2025-10-04,Quality Issue,89.06,Refunded
RE0020205,OR0118928,OL000277284,2025-04-04,Damaged,55.57,Refunded
RE0020206,OR0014864,OL000034753,2023-10-06,Duplicate Order,9.37,Refunded
RE0020207,OR0024800,OL000057876,2023-11-10,Duplicate Order,129.14,Exchange
RE0020208,OR0064184,OL000149858,2024-10-05,Quality Issue,5.92,Store Credit
RE0020209,OR0087687,OL000204498,2025-06-27,Late Delivery,191.24,Exchange
RE0020210,OR0127034,OL000296245,2023-02-02,Changed Mind,6.29,Refunded
RE0020211,OR0060573,OL000141403,2024-09-13,Changed Mind,651.52,Refunded
RE0020212,OR0097380,OL000227162,2025-09-15,Wrong Item,77.37,Refunded
RE0020213,OR0111701,OL000260555,2024-02-24,Changed Mind,15.23,Refunded
