order_id,customer_id,store_id,sales_channel,order_datetime,campaign_id,payment_method,fulfillment_type
OR0115772,CU019940,ST0104,In-Store,2023-04-03 21:13:00,UNKNOWN,Credit Card,Express
OR0115773,CU007196,ST0096,Online,2024-09-14 13:24:00,UNKNOWN,PayPal,Express
OR0115774,CU027635,ST0117,Online,2025-06-04 14:46:00,CA00772,Credit Card,Express
OR0115775,CU030368,ST0017,In-Store,2024-10-12 18:48:00,CA00460,Debit Card,Standard
OR0115776,CU042600,ST0120,Online,2024-06-23 16:56:00,UNKNOWN,Credit Card,Standard
OR0115777,CU006844,ST0119,Online,2025-07-15 14:56:00,UNKNOWN,PayPal,Standard
OR0115778,CU001149,ST0108,In-Store,2023-01-08 16:04:00,CA00262,PayPal,Express
OR0115779,CU015871,ONLINE,Mobile App,2025-02-24 11:26:00,UNKNOWN,Debit Card,Standard
OR0115780,CU039843,ONLINE,Marketplace,2025-07-30 12:59:00,UNKNOWN,Credit Card,Standard
OR0115781,CU048811,ST0085,Mobile App,2024-11-09 17:32:00,UNKNOWN,Credit Card,Standard
OR0115782,CU040744,ST0020,Online,2024-08-13 20:26:00,UNKNOWN,Credit Card,Pickup
OR0115783,CU025741,ST0088,In-Store,2023-08-22 20:55:00,UNKNOWN,Debit Card,Express
OR0115784,CU013704,ST0084,In-Store,2024-06-01 09:41:00,UNKNOWN,Debit Card,Standard
OR0115785,CU016909,ST0066,Marketplace,2025-05-04 22:41:00,UNKNOWN,PayPal,Express
OR0115786,CU023273,ST0014,Online,2025-08-14 10:30:00,UNKNOWN,Credit Card,Pickup
OR0115787,CU003505,ST0023,Mobile App,2023-01-14 19:06:00,CA00324,Credit Card,Same Day
OR0115788,CU041580,ST0001,Mobile App,2024-12-28 09:38:00,UNKNOWN,Credit Card,Pickup
OR0115789,CU015856,ST0058,In-Store,2024-09-26 14:19:00,UNKNOWN,Credit Card,Standard
OR0115790,CU017671,ST0012,In-Store,2024-03-21 20:11:00,CA00254,Credit Card,Pickup
OR0115791,CU040665,ST0043,In-Store,2024-01-31 22:57:00,CA00085,Debit Card,Standard
OR0115792,CU005986,ONLINE,Online,2023-05-31 21:00:00,CA00035,PayPal,Same Day
OR0115793,CU000206,ST0071,Mobile App,2024-11-14 15:47:00,UNKNOWN,Gift Card,Express
OR0115794,CU024136,ST0018,Marketplace,2025-05-19 19:24:00,CA00153,Credit Card,Express
OR0115795,CU019963,ST0006,Marketplace,2024-02-12 18:59:00,UNKNOWN,Debit Card,Standard
OR0115796,CU047147,ST0021,Mobile App,2024-09-19 19:56:00,UNKNOWN,Credit Card,Express
OR0115797,CU004233,ST0027,Mobile App,2024-04-28 08:30:00,UNKNOWN,Debit Card,Standard
OR0115798,CU016708,ST0037,Mobile App,2023-12-04 08:24:00,CA00467,Credit Card,Standard
OR0115799,CU035297,ONLINE,Online,2025-11-17 09:07:00,UNKNOWN,Gift Card,Standard
OR0115800,CU046078,ST0012,Online,2024-04-05 18:53:00,UNKNOWN,Debit Card,Standard
OR0115801,CU029214,ST0091,In-Store,2025-08-08 15:47:00,UNKNOWN,Credit Card,Standard
OR0115802,CU043440,ONLINE,Mobile App,2024-11-18 19:04:00,UNKNOWN,Credit Card,Standard
OR0115803,CU031196,ONLINE,Online,2024-04-18 13:48:00,UNKNOWN,PayPal,Express
OR0115804,CU024809,ONLINE,Mobile App,2024-07-15 11:49:00,UNKNOWN,Cash,Standard
OR0115805,CU036776,ST0096,In-Store,2024-11-21 11:10:00,CA00354,PayPal,Express
OR0115806,CU006238,ONLINE,Mobile App,2025-07-08 22:50:00,UNKNOWN,Credit Card,Express
OR0115807,CU041097,ONLINE,Mobile App,2024-10-28 10:27:00,UNKNOWN,PayPal,Standard
OR0115808,CU039735,ST0067,Mobile App,2024-07-01 19:07:00,CA00561,Credit Card,Standard
OR0115809,CU001327,ST0067,In-Store,2024-04-18 08:50:00,UNKNOWN,Credit Card,Standard
OR0115810,CU009495,ST0063,In-Store,2024-08-07 15:39:00,UNKNOWN,Credit Card,Standard
OR0115811,CU043297,ST0097,Mobile App,2024-07-09 16:49:00,UNKNOWN,PayPal,Standard
OR0115812,CU037667,ST0045,In-Store,2023-10-23 10:51:00,UNKNOWN,Credit Card,Standard
OR0115813,CU042147,ST0080,Online,2025-07-24 14:14:00,UNKNOWN,Credit Card,Same Day
OR0115814,CU029561,ST0003,Online,2025-08-06 12:31:00,UNKNOWN,Cash,Express
OR0115815,CU027371,ST0004,Mobile App,2024-08-16 14:20:00,UNKNOWN,PayPal,Standard
OR0115816,CU036740,ONLINE,Online,2023-04-05 12:47:00,UNKNOWN,PayPal,Standard
OR0115817,CU047995,ONLINE,Online,2025-03-18 18:32:00,UNKNOWN,Credit Card,Standard
OR0115818,CU038054,ST0109,Online,2024-02-25 11:19:00,CA00338,PayPal,Standard
OR0115819,CU046932,ST0085,Mobile App,2023-07-13 18:29:00,CA00748,PayPal,Standard
OR0115820,CU029144,ST0120,Marketplace,2024-02-09 21:46:00,UNKNOWN,Credit Card,Standard
OR0115821,CU000308,ST0091,Online,2025-09-04 16:11:00,CA00485,Credit Card,Standard
OR0115822,CU031725,ST0040,Mobile App,2023-02-19 15:49:00,UNKNOWN,Debit Card,Same Day
OR0115823,CU007072,ST0004,Online,2023-11-24 11:07:00,UNKNOWN,Cash,Express
OR0115824,CU001411,ST0055,Online,2025-09-11 17:01:00,UNKNOWN,Gift Card,Standard
OR0115825,CU046762,ONLINE,Online,2024-06-01 14:53:00,UNKNOWN,Cash,Standard
OR0115826,CU041380,ONLINE,Online,2023-08-01 10:30:00,UNKNOWN,Credit Card,Standard
OR0115827,CU002488,ONLINE,Online,2023-02-24 16:48:00,UNKNOWN,Cash,Standard
OR0115828,CU021494,ST0098,In-Store,2024-09-07 21:09:00,CA00071,Credit Card,Standard
OR0115829,CU001767,ST0087,In-Store,2024-09-23 13:19:00,CA00279,Credit Card,Same Day
OR0115830,CU043081,ONLINE,Online,2023-12-14 15:22:00,UNKNOWN,Debit Card,Express
OR0115831,CU013166,ST0061,Mobile App,2024-03-06 13:07:00,UNKNOWN,Debit Card,Pickup
OR0115832,CU004211,ONLINE,Online,2025-08-20 20:10:00,UNKNOWN,Debit Card,Standard
OR0115833,CU000247,ST0064,In-Store,2023-07-30 10:47:00,CA00575,PayPal,Pickup
OR0115834,CU018165,ONLINE,Online,2023-05-16 10:24:00,CA00668,PayPal,Express
OR0115835,CU013461,ST0104,Mobile App,2023-12-02 08:59:00,CA00747,PayPal,Standard
OR0115836,CU037481,ST0065,Mobile App,2024-08-19 20:40:00,UNKNOWN,Credit Card,Standard
OR0115837,CU047397,ST0033,In-Store,2025-09-13 12:50:00,UNKNOWN,Debit Card,Express
OR0115838,CU011650,ST0004,In-Store,2025-08-29 13:59:00,CA00825,Gift Card,Express
OR0115839,CU045569,ONLINE,Mobile App,2024-02-14 12:54:00,CA00793,Credit Card,Express
OR0115840,CU017402,ST0079,Online,2023-08-23 12:39:00,UNKNOWN,Credit Card,Standard
OR0115841,CU031006,ST0064,Online,2024-10-08 10:19:00,UNKNOWN,Credit Card,Express
OR0115842,CU023930,ST0047,Marketplace,2024-03-16 09:56:00,UNKNOWN,Credit Card,Standard
OR0115843,CU022817,ST0057,Mobile App,2025-08-29 16:48:00,UNKNOWN,Credit Card,Standard
OR0115844,CU016318,ST0029,In-Store,2024-06-03 12:11:00,UNKNOWN,Credit Card,Express
OR0115845,CU023440,ST0074,Online,2025-05-14 20:25:00,CA00173,Credit Card,Express
OR0115846,CU029691,ST0084,Online,2023-11-11 20:50:00,UNKNOWN,Debit Card,Standard
OR0115847,CU021299,ST0070,Mobile App,2024-04-26 20:06:00,UNKNOWN,PayPal,Same Day
OR0115848,CU045791,ONLINE,Mobile App,2024-05-07 13:35:00,UNKNOWN,Gift Card,Standard
OR0115849,CU007617,ST0075,In-Store,2025-01-13 12:14:00,CA00138,Credit Card,Express
OR0115850,CU008030,ONLINE,Online,2024-07-29 19:37:00,CA00040,Gift Card,Express
OR0115851,CU043698,ST0113,Mobile App,2023-04-18 16:44:00,UNKNOWN,Credit Card,Express
OR0115852,CU027452,ST0031,In-Store,2024-12-13 10:43:00,CA00794,Credit Card,Express
OR0115853,CU027767,ONLINE,Marketplace,2023-12-01 08:28:00,UNKNOWN,Debit Card,Standard
OR0115854,CU048976,ST0107,Online,2025-07-19 09:02:00,UNKNOWN,Gift Card,Pickup
OR0115855,CU003487,ST0025,Mobile App,2025-04-19 21:09:00,UNKNOWN,Credit Card,Standard
OR0115856,CU018811,ST0054,Marketplace,2025-02-07 20:42:00,CA00173,Credit Card,Pickup
OR0115857,CU043352,ST0043,Online,2025-06-30 14:04:00,CA00395,Credit Card,Pickup
OR0115858,CU021538,ST0073,In-Store,2025-04-07 17:55:00,UNKNOWN,Debit Card,Express
OR0115859,CU030598,ST0092,In-Store,2023-09-06 20:00:00,CA00233,Credit Card,Express
OR0115860,CU043059,ST0057,In-Store,2023-11-05 21:23:00,CA00380,Credit Card,Standard
OR0115861,CU018344,ST0080,Marketplace,2024-05-27 15:01:00,CA00455,Cash,Standard
OR0115862,CU015623,ST0075,In-Store,2023-04-01 15:01:00,UNKNOWN,Credit Card,Standard
OR0115863,CU026599,ST0099,In-Store,2024-12-05 15:34:00,UNKNOWN,Debit Card,Standard
OR0115864,CU026370,ST0055,Online,2025-03-03 18:50:00,UNKNOWN,Cash,Express
OR0115865,CU014650,ST0031,In-Store,2023-11-21 22:41:00,UNKNOWN,Credit Card,Express
OR0115866,CU035048,ST0068,In-Store,2025-08-20 16:55:00,UNKNOWN,Credit Card,Pickup
OR0115867,CU037188,ST0084,Online,2024-03-07 20:28:00,CA00637,Credit Card,Express
OR0115868,CU015515,ST0084,Marketplace,2025-09-19 15:16:00,CA00207,Cash,Standard
OR0115869,CU016703,ST0045,Mobile App,2025-07-16 09:14:00,UNKNOWN,Debit Card,Standard
OR0115870,CU039295,ST0071,Online,2024-03-18 11:39:00,UNKNOWN,Credit Card,Standard
OR0115871,CU046271,ONLINE,Online,2024-08-12 16:43:00,UNKNOWN,PayPal,Standard
OR0115872,CU015159,ST0071,Mobile App,2024-03-02 14:42:00,CA00137,Credit Card,Standard
OR0115873,CU025142,ST0087,Mobile App,2025-10-23 21:19:00,UNKNOWN,Gift Card,Express
OR0115874,CU036037,ST0062,Mobile App,2024-06-26 12:54:00,UNKNOWN,Debit Card,Standard
OR0115875,CU045660,ONLINE,Online,2024-01-12 12:58:00,UNKNOWN,Credit Card,Express
OR0115876,CU019051,ONLINE,Mobile App,2025-07-30 19:55:00,UNKNOWN,Debit Card,Standard
OR0115877,CU037833,ST0031,Online,2023-09-26 22:06:00,UNKNOWN,Credit Card,Standard
OR0115878,CU017184,ST0015,In-Store,2023-06-29 19:16:00,UNKNOWN,Cash,Standard
OR0115879,CU009956,ONLINE,Online,2025-12-13 13:08:00,CA00302,Debit Card,Standard
OR0115880,CU009655,ST0013,Mobile App,2024-02-06 11:38:00,UNKNOWN,Gift Card,Express
OR0115881,CU007824,ONLINE,Mobile App,2024-02-24 13:04:00,UNKNOWN,Credit Card,Standard
OR0115882,CU048637,ST0020,In-Store,2025-05-22 20:10:00,UNKNOWN,Credit Card,Pickup
OR0115883,CU033081,ST0034,In-Store,2023-09-09 21:54:00,UNKNOWN,Debit Card,Express
OR0115884,CU032736,ST0025,Marketplace,2024-10-31 20:51:00,UNKNOWN,Cash,Express
OR0115885,CU048863,ONLINE,Online,2025-10-08 17:11:00,UNKNOWN,Credit Card,Standard
OR0115886,CU038707,ST0027,Marketplace,2024-10-11 21:34:00,UNKNOWN,Credit Card,Express
OR0115887,CU039898,ST0031,Online,2023-11-03 17:49:00,CA00417,Debit Card,Standard
OR0115888,CU047116,ST0015,Online,2024-08-26 15:30:00,CA00229,Credit Card,Standard
OR0115889,CU002289,ONLINE,Mobile App,2024-07-10 10:06:00,CA00053,PayPal,Express
OR0115890,CU038025,ONLINE,Online,2025-05-31 11:00:00,UNKNOWN,Cash,Standard
OR0115891,CU028665,ST0027,Online,2023-03-27 17:41:00,UNKNOWN,PayPal,Express
OR0115892,CU045191,ONLINE,Online,2024-02-13 08:28:00,UNKNOWN,Gift Card,Standard
OR0115893,CU012452,ONLINE,Mobile App,2024-03-22 13:52:00,UNKNOWN,PayPal,Standard
OR0115894,CU014609,ONLINE,Online,2025-09-13 20:57:00,CA00502,PayPal,Standard
OR0115895,CU032513,ST0110,In-Store,2023-06-11 10:21:00,UNKNOWN,Credit Card,Pickup
OR0115896,CU000305,ONLINE,Online,2024-10-24 20:31:00,CA00856,Debit Card,Standard
OR0115897,CU029220,ST0013,Mobile App,2023-12-05 16:45:00,UNKNOWN,Debit Card,Standard
OR0115898,CU000661,ONLINE,Online,2024-02-04 10:10:00,UNKNOWN,Credit Card,Standard
OR0115899,CU008174,ST0118,Marketplace,2024-12-12 20:30:00,UNKNOWN,PayPal,Standard
OR0115900,CU039231,ONLINE,Online,2025-08-15 20:21:00,CA00159,PayPal,Pickup
OR0115901,CU006633,ST0077,Online,2025-08-20 17:32:00,CA00003,Cash,Pickup
OR0115902,CU025405,ST0034,Online,2023-07-29 18:30:00,CA00292,Debit Card,Pickup
OR0115903,CU034702,ST0015,In-Store,2024-10-14 08:37:00,UNKNOWN,Credit Card,Standard
OR0115904,CU012602,ST0088,Online,2025-06-28 19:46:00,CA00184,Credit Card,Standard
OR0115905,CU008819,ONLINE,Mobile App,2025-10-14 14:13:00,UNKNOWN,Credit Card,Express
OR0115906,CU029535,ONLINE,Mobile App,2024-07-10 21:53:00,CA00760,PayPal,Express
OR0115907,CU017228,ONLINE,Marketplace,2024-06-19 15:47:00,UNKNOWN,Cash,Pickup
OR0115908,CU027640,ST0103,In-Store,2023-02-21 16:46:00,UNKNOWN,Credit Card,Standard
OR0115909,CU043653,ONLINE,Marketplace,2024-09-19 16:00:00,UNKNOWN,Gift Card,Standard
OR0115910,CU043709,ST0113,Online,2023-07-05 12:38:00,UNKNOWN,Cash,Pickup
OR0115911,CU033759,ST0085,In-Store,2023-04-24 20:16:00,UNKNOWN,Debit Card,Pickup
OR0115912,CU010703,ONLINE,Marketplace,2023-08-31 18:09:00,CA00110,PayPal,Express
OR0115913,CU041427,ST0099,In-Store,2024-02-22 13:38:00,UNKNOWN,Credit Card,Pickup
OR0115914,CU015653,ONLINE,Mobile App,2024-11-07 16:44:00,CA00238,Debit Card,Standard
OR0115915,CU031487,ST0112,Online,2023-09-05 10:46:00,UNKNOWN,Credit Card,Standard
OR0115916,CU012691,ONLINE,Online,2025-09-10 10:52:00,UNKNOWN,Credit Card,Standard
OR0115917,CU008204,ONLINE,Online,2023-11-15 20:48:00,UNKNOWN,Gift Card,Pickup
OR0115918,CU008013,ST0031,In-Store,2024-11-02 22:08:00,CA00727,Gift Card,Standard
OR0115919,CU004394,ST0034,In-Store,2023-12-27 10:34:00,UNKNOWN,Credit Card,Pickup
OR0115920,CU036580,ONLINE,Online,2025-02-22 14:27:00,UNKNOWN,Credit Card,Standard
OR0115921,CU044371,ST0062,In-Store,2025-11-18 12:18:00,UNKNOWN,Credit Card,Standard
OR0115922,CU013025,ST0076,Online,2024-03-01 10:00:00,CA00339,Credit Card,Pickup
OR0115923,CU037009,ST0076,Online,2025-09-26 19:41:00,UNKNOWN,Gift Card,Express
OR0115924,CU031412,ST0009,In-Store,2023-11-10 15:30:00,UNKNOWN,Gift Card,Standard
OR0115925,CU008009,ST0015,Online,2025-09-12 09:34:00,UNKNOWN,Cash,Standard
OR0115926,CU038196,ST0095,Mobile App,2024-03-13 09:28:00,CA00041,PayPal,Pickup
OR0115927,CU007065,ST0046,In-Store,2025-02-06 19:27:00,UNKNOWN,Debit Card,Standard
OR0115928,CU043283,ONLINE,Online,2025-04-08 08:19:00,UNKNOWN,Credit Card,Standard
OR0115929,CU014281,ST0050,In-Store,2025-06-13 09:24:00,CA00529,Credit Card,Express
OR0115930,CU048414,ST0087,In-Store,2024-12-22 20:53:00,UNKNOWN,Cash,Standard
OR0115931,CU036206,ONLINE,Online,2024-10-31 13:12:00,UNKNOWN,Debit Card,Standard
OR0115932,CU016424,ST0071,Marketplace,2023-08-30 11:07:00,UNKNOWN,Cash,Standard
OR0115933,CU009374,ST0063,In-Store,2024-12-24 11:57:00,UNKNOWN,Credit Card,Express
OR0115934,CU033244,ST0050,Online,2025-01-22 10:25:00,UNKNOWN,Cash,Express
OR0115935,CU026195,ST0005,In-Store,2023-06-14 22:57:00,UNKNOWN,PayPal,Standard
OR0115936,CU017640,ST0005,Mobile App,2025-08-31 18:27:00,CA00343,PayPal,Standard
OR0115937,CU041586,ST0087,Online,2023-07-09 16:14:00,UNKNOWN,Cash,Standard
OR0115938,CU015727,ST0066,Marketplace,2023-04-21 10:46:00,UNKNOWN,Credit Card,Express
OR0115939,CU030771,ST0115,Mobile App,2024-02-28 19:16:00,CA00516,Credit Card,Standard
OR0115940,CU023918,ST0087,Mobile App,2025-08-31 18:17:00,CA00860,PayPal,Pickup
OR0115941,CU044814,ST0110,In-Store,2024-05-30 08:12:00,UNKNOWN,Debit Card,Standard
OR0115942,CU026979,ONLINE,Mobile App,2024-08-30 21:02:00,UNKNOWN,Credit Card,Standard
OR0115943,CU034132,ST0090,In-Store,2025-06-06 15:45:00,CA00219,Credit Card,Express
OR0115944,CU012826,ONLINE,Online,2024-08-09 20:09:00,UNKNOWN,Credit Card,Express
OR0115945,CU024335,ST0007,In-Store,2023-03-22 19:35:00,CA00781,Debit Card,Standard
OR0115946,CU020785,ST0110,Online,2023-01-24 18:13:00,UNKNOWN,PayPal,Pickup
OR0115947,CU042067,ST0078,Online,2023-07-21 22:47:00,UNKNOWN,PayPal,Same Day
OR0115948,CU038985,ST0064,In-Store,2023-10-28 15:54:00,CA00120,PayPal,Standard
OR0115949,CU031749,ST0109,Mobile App,2024-09-24 10:59:00,UNKNOWN,Credit Card,Express
OR0115950,CU001324,ONLINE,Online,2025-01-01 18:20:00,UNKNOWN,Credit Card,Standard
OR0115951,CU048222,ONLINE,Marketplace,2025-04-26 14:43:00,UNKNOWN,PayPal,Standard
OR0115952,CU003370,ST0078,In-Store,2024-10-14 18:12:00,CA00036,Credit Card,Standard
OR0115953,CU020446,ST0114,Online,2024-04-21 11:07:00,CA00216,PayPal,Pickup
OR0115954,CU019061,ST0105,Mobile App,2024-04-10 11:11:00,CA00306,Debit Card,Standard
OR0115955,CU034010,ONLINE,Online,2025-05-28 16:47:00,UNKNOWN,Cash,Pickup
OR0115956,CU016616,ST0096,Online,2025-10-31 08:19:00,CA00036,Gift Card,Pickup
OR0115957,CU036822,ST0080,In-Store,2024-10-26 12:44:00,UNKNOWN,Debit Card,Standard
OR0115958,CU029260,ONLINE,Mobile App,2023-05-19 11:19:00,UNKNOWN,PayPal,Standard
OR0115959,CU001796,ONLINE,Online,2025-07-16 21:52:00,UNKNOWN,Cash,Standard
OR0115960,CU038781,ST0105,In-Store,2025-06-19 16:31:00,UNKNOWN,Credit Card,Standard
OR0115961,CU010687,ONLINE,Mobile App,2025-08-16 13:24:00,CA00717,Debit Card,Standard
OR0115962,CU015964,ONLINE,Mobile App,2025-10-27 12:43:00,UNKNOWN,Credit Card,Standard
OR0115963,CU021061,ONLINE,Online,2024-10-01 16:32:00,UNKNOWN,Cash,Standard
OR0115964,CU036864,ST0026,In-Store,2023-10-26 16:13:00,UNKNOWN,Credit Card,Express
OR0115965,CU012687,ONLINE,Mobile App,2023-12-31 15:34:00,UNKNOWN,PayPal,Express
OR0115966,CU037294,ST0065,Online,2025-11-05 18:12:00,UNKNOWN,Credit Card,Express
OR0115967,CU003497,ST0023,Marketplace,2024-01-08 12:23:00,UNKNOWN,Credit Card,Pickup
OR0115968,CU008456,ST0062,In-Store,2023-02-21 09:19:00,CA00840,Debit Card,Standard
OR0115969,CU028632,ST0067,In-Store,2025-10-31 15:57:00,UNKNOWN,Credit Card,Express
OR0115970,CU010879,ST0008,Online,2024-11-11 22:50:00,CA00309,Gift Card,Express
OR0115971,CU043424,ONLINE,Mobile App,2024-10-28 16:09:00,UNKNOWN,PayPal,Express
OR0115972,CU049073,ST0004,In-Store,2025-04-07 21:14:00,UNKNOWN,Credit Card,Express
OR0115973,CU049734,ST0016,Online,2024-03-17 09:17:00,UNKNOWN,Credit Card,Express
OR0115974,CU014154,ST0117,Online,2024-08-07 12:56:00,UNKNOWN,Credit Card,Standard
OR0115975,CU032831,ST0070,Online,2024-10-09 16:36:00,UNKNOWN,Debit Card,Pickup
OR0115976,CU027641,ST0055,In-Store,2024-05-13 17:14:00,UNKNOWN,Credit Card,Same Day
OR0115977,CU029587,ST0117,Mobile App,2024-11-10 11:54:00,CA00656,Debit Card,Standard
OR0115978,CU013033,ONLINE,Online,2023-07-24 20:53:00,CA00330,Credit Card,Express
OR0115979,CU014221,ST0092,In-Store,2025-03-30 21:21:00,CA00480,Debit Card,Standard
OR0115980,CU046532,ST0023,In-Store,2024-05-12 12:39:00,CA00553,Debit Card,Express
OR0115981,CU017969,ST0084,Online,2024-07-17 12:45:00,UNKNOWN,Debit Card,Standard
OR0115982,CU031313,ONLINE,Marketplace,2025-11-20 22:42:00,UNKNOWN,Cash,Standard
OR0115983,CU042934,ST0003,In-Store,2023-04-01 15:27:00,UNKNOWN,Credit Card,Standard
OR0115984,CU021113,ST0096,In-Store,2023-06-29 20:36:00,CA00710,Credit Card,Pickup
OR0115985,CU018933,ST0001,Online,2023-02-28 13:36:00,UNKNOWN,Credit Card,Pickup
OR0115986,CU040391,ST0011,Mobile App,2023-10-23 08:13:00,UNKNOWN,Credit Card,Express
OR0115987,CU023236,ST0092,In-Store,2023-06-06 20:30:00,UNKNOWN,Credit Card,Pickup
OR0115988,CU038042,ST0093,Mobile App,2023-06-10 19:48:00,UNKNOWN,Gift Card,Standard
OR0115989,CU033082,ONLINE,Online,2024-11-06 18:48:00,CA00415,Debit Card,Express
OR0115990,CU008089,ST0052,Marketplace,2023-11-08 15:33:00,UNKNOWN,Debit Card,Standard
OR0115991,CU002638,ONLINE,Online,2025-11-02 20:54:00,UNKNOWN,Cash,Standard
OR0115992,CU040201,ST0049,Online,2024-08-23 20:15:00,CA00859,Credit Card,Standard
OR0115993,CU042608,ONLINE,Online,2024-06-14 18:41:00,CA00769,Cash,Standard
OR0115994,CU041885,ST0043,In-Store,2023-12-10 10:03:00,CA00265,Debit Card,Express
OR0115995,CU005582,ST0062,Online,2024-05-19 10:49:00,CA00787,Cash,Pickup
OR0115996,CU025435,ONLINE,Mobile App,2024-01-14 17:22:00,UNKNOWN,Credit Card,Standard
OR0115997,CU002322,ONLINE,Mobile App,2023-01-23 15:16:00,CA00026,Credit Card,Express
OR0115998,CU017777,ONLINE,Mobile App,2025-04-23 15:31:00,UNKNOWN,Debit Card,Standard
OR0115999,CU021483,ST0076,In-Store,2024-09-23 14:42:00,UNKNOWN,Debit Card,Express
OR0116000,CU008676,ST0002,In-Store,2025-05-16 17:21:00,UNKNOWN,Credit Card,Pickup
OR0116001,CU030030,ST0001,In-Store,2024-07-14 08:32:00,CA00866,Credit Card,Express
OR0116002,CU042651,ONLINE,Mobile App,2023-08-25 17:16:00,UNKNOWN,PayPal,Standard
OR0116003,CU003718,ST0051,In-Store,2025-07-23 18:59:00,CA00402,PayPal,Express
OR0116004,CU046626,ST0062,Mobile App,2025-12-15 08:34:00,CA00219,Gift Card,Standard
OR0116005,CU025343,ST0047,Marketplace,2023-04-12 12:45:00,CA00777,Debit Card,Pickup
OR0116006,CU009846,ST0083,Marketplace,2025-04-02 20:17:00,UNKNOWN,PayPal,Standard
OR0116007,CU047516,ST0090,Online,2025-05-11 13:31:00,CA00723,Gift Card,Pickup
OR0116008,CU036673,ST0030,In-Store,2023-11-11 17:33:00,CA00659,PayPal,Pickup
OR0116009,CU039091,ST0031,In-Store,2024-02-25 19:05:00,UNKNOWN,Credit Card,Express
OR0116010,CU025736,ONLINE,Mobile App,2023-07-05 14:06:00,CA00650,Cash,Express
OR0116011,CU008294,ST0021,In-Store,2024-01-05 12:05:00,UNKNOWN,PayPal,Same Day
OR0116012,CU040900,ST0097,Online,2024-03-16 19:12:00,UNKNOWN,PayPal,Express
OR0116013,CU040221,ONLINE,Marketplace,2025-06-24 22:19:00,CA00401,Debit Card,Standard
OR0116014,CU045900,ST0106,Mobile App,2024-01-11 13:43:00,UNKNOWN,Debit Card,Pickup
OR0116015,CU000688,ST0071,Mobile App,2025-03-31 15:29:00,CA00468,Debit Card,Standard
OR0116016,CU018276,ST0048,In-Store,2024-04-04 12:50:00,UNKNOWN,Gift Card,Express
OR0116017,CU009016,ST0071,Marketplace,2025-02-26 15:03:00,CA00458,PayPal,Standard
OR0116018,CU016191,ONLINE,Online,2023-07-21 08:16:00,UNKNOWN,PayPal,Express
OR0116019,CU000262,ONLINE,Online,2024-01-12 15:14:00,UNKNOWN,PayPal,Same Day
OR0116020,CU011509,ST0042,Marketplace,2024-11-20 10:50:00,CA00036,PayPal,Express
OR0116021,CU021422,ST0090,Online,2024-05-11 21:22:00,CA00712,Credit Card,Standard
OR0116022,CU016874,ST0049,Online,2025-06-09 12:52:00,CA00312,Gift Card,Express
OR0116023,CU032779,ST0118,In-Store,2024-07-27 13:44:00,UNKNOWN,PayPal,Express
OR0116024,CU022614,ST0031,In-Store,2025-06-05 08:19:00,CA00372,Credit Card,Standard
OR0116025,CU040334,ST0041,Online,2023-04-06 20:33:00,UNKNOWN,Cash,Express
OR0116026,CU009746,ST0058,In-Store,2023-04-15 11:20:00,CA00058,Credit Card,Standard
OR0116027,CU046831,ONLINE,Online,2024-11-09 11:34:00,CA00536,Cash,Standard
OR0116028,CU020342,ST0022,Online,2025-06-12 16:23:00,CA00467,Gift Card,Same Day
OR0116029,CU018519,ST0061,In-Store,2024-09-24 14:51:00,UNKNOWN,Debit Card,Standard
OR0116030,CU015611,ST0052,In-Store,2024-07-14 21:27:00,CA00274,Credit Card,Same Day
OR0116031,CU036567,ST0094,Mobile App,2023-04-19 12:06:00,UNKNOWN,Debit Card,Same Day
OR0116032,CU023718,ST0089,Online,2024-05-21 15:49:00,UNKNOWN,Debit Card,Standard
OR0116033,CU000506,ST0092,In-Store,2024-07-20 14:03:00,UNKNOWN,Debit Card,Express
OR0116034,CU008569,ST0101,In-Store,2024-05-05 14:02:00,UNKNOWN,Credit Card,Express
OR0116035,CU003155,ONLINE,Marketplace,2024-07-14 18:55:00,CA00015,Credit Card,Standard
OR0116036,CU011426,ST0029,Online,2025-07-13 20:53:00,CA00351,Debit Card,Pickup
OR0116037,CU020948,ST0029,Marketplace,2023-09-01 21:23:00,UNKNOWN,Gift Card,Standard
OR0116038,CU037087,ONLINE,Online,2025-05-07 14:14:00,UNKNOWN,Debit Card,Pickup
OR0116039,CU040777,ST0093,Mobile App,2023-07-17 10:27:00,UNKNOWN,Debit Card,Express
OR0116040,CU022180,ST0067,Mobile App,2023-01-22 21:48:00,UNKNOWN,PayPal,Pickup
OR0116041,CU032521,ST0085,In-Store,2023-09-21 13:23:00,UNKNOWN,Credit Card,Same Day
OR0116042,CU001604,ONLINE,Online,2025-03-27 19:03:00,UNKNOWN,Debit Card,Standard
OR0116043,CU026831,ST0062,Mobile App,2023-07-18 09:31:00,UNKNOWN,Credit Card,Standard
OR0116044,CU009304,ONLINE,Mobile App,2024-08-27 13:52:00,UNKNOWN,Credit Card,Pickup
OR0116045,CU012104,ONLINE,Mobile App,2025-10-12 18:42:00,UNKNOWN,Credit Card,Pickup
OR0116046,CU020837,ST0100,Mobile App,2025-01-25 18:45:00,UNKNOWN,PayPal,Express
OR0116047,CU007436,ST0069,In-Store,2023-03-03 15:39:00,CA00257,Debit Card,Standard
